#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
b_rr,0.2721131724789585,0.0014492247572434058,0.0015726295239353871,$R_b / R_\star$,
b_rsuma,0.07221127954710965,0.0006131818194125699,0.0008050979630725708,$(R_\star + R_b) / a_b$,
b_cosi,0.007810919436357591,0.0045531775329850765,0.003921775095632118,$\cos{i_b}$,
b_epoch,2459963.609582716,0.0005423082038760185,0.0005290736444294453,$T_{0;b}$,BJD
b_period,3.3078214926463825,8.835250430827557e-06,8.608088764905375e-06,$P_b$,d
b_K,0.21105017132286574,0.046230834131906484,0.04947353540107535,$K_b$,$\mathrm{km/s}$
b_f_c,0.0,(fixed),(fixed),$\sqrt{e_b} \cos{\omega_b}$,
b_f_s,0.0,(fixed),(fixed),$\sqrt{e_b} \sin{\omega_b}$,
host_ldc_q1_g,0.4659216466680898,0.02672729654844641,0.027897190269067895,$q_{1; \mathrm{g}}$,
host_ldc_q2_g,0.3844395399230419,0.07241395384388744,0.07955048527362818,$q_{2; \mathrm{g}}$,
host_ldc_q1_r,0.45920879883807436,0.02332561508243125,0.02561777739013371,$q_{1; \mathrm{r}}$,
host_ldc_q2_r,0.3295174132283125,0.05448354889076268,0.053677304979931284,$q_{2; \mathrm{r}}$,
host_ldc_q1_i,0.43895994676289957,0.02757427193072709,0.027168621105228996,$q_{1; \mathrm{i}}$,
host_ldc_q2_i,0.20436893447175608,0.05227142803851961,0.051280817468711215,$q_{2; \mathrm{i}}$,
host_ldc_q1_z,0.43945331390273945,0.02784563923900657,0.02719071011973545,$q_{1; \mathrm{z}}$,
host_ldc_q2_z,0.21681967998025165,0.07733500987100977,0.07944227582556951,$q_{2; \mathrm{z}}$,
ln_err_flux_g,-4.559430773992599,0.05591350782489535,0.053927010612053294,$\ln{\sigma_\mathrm{g}}$,$\ln{ \mathrm{rel. flux.} }$
ln_err_flux_r,-5.00547283196671,0.042912712834631606,0.04104653897290689,$\ln{\sigma_\mathrm{r}}$,$\ln{ \mathrm{rel. flux.} }$
ln_err_flux_i,-5.130451134413102,0.03219210222748892,0.035742830030123685,$\ln{\sigma_\mathrm{i}}$,$\ln{ \mathrm{rel. flux.} }$
ln_err_flux_z,-5.413389900887669,0.054303112007290544,0.0526955962923541,$\ln{\sigma_\mathrm{z}}$,$\ln{ \mathrm{rel. flux.} }$
ln_jitter_rv_ird,-4.160164012116637,1.1133903330716386,0.9050061433092935,$\ln{\sigma_\mathrm{jitter; ird}}$,$\ln{ \mathrm{km/s} }$
baseline_gp_matern32_lnsigma_flux_g,-3.8880001463303095,0.8484877047779804,1.3999692120009293,$\mathrm{gp: \ln{\sigma} (g)}$,
baseline_gp_matern32_lnrho_flux_g,4.654865668393619,4.895989796020289,6.335781077946592,$\mathrm{gp: \ln{\rho} (g)}$,
baseline_gp_matern32_lnsigma_flux_r,-4.420229981924612,0.6694470296288078,1.0765745147720818,$\mathrm{gp: \ln{\sigma} (r)}$,
baseline_gp_matern32_lnrho_flux_r,2.0848229817337547,3.965336068701472,5.896054772263956,$\mathrm{gp: \ln{\rho} (r)}$,
baseline_gp_matern32_lnsigma_flux_i,-4.532886866177552,0.7041674981378314,1.0427162122885818,$\mathrm{gp: \ln{\sigma} (i)}$,
baseline_gp_matern32_lnrho_flux_i,4.239343330503349,3.2495661523070796,4.25685045611937,$\mathrm{gp: \ln{\rho} (i)}$,
baseline_gp_matern32_lnsigma_flux_z,-5.104501041911014,0.2872996891365531,0.36122526810349953,$\mathrm{gp: \ln{\sigma} (z)}$,
baseline_gp_matern32_lnrho_flux_z,-3.4901550826742866,0.9263160733525622,0.9990003430614856,$\mathrm{gp: \ln{\rho} (z)}$,
baseline_gp_matern32_lnsigma_rv_ird,-2.1107287584655268,0.25300376643131806,0.2801226161194512,$\mathrm{gp: \ln{\sigma} (ird)}$,
baseline_gp_matern32_lnrho_rv_ird,-2.0884075293048507,0.639562082846103,0.8645427053796144,$\mathrm{gp: \ln{\rho} (ird)}$,
