1724.195736	-11.41951336 1.529361629	1.374065952 0.5	2.473101574 0.8216283851	0.7264774233 0.4607368111	1.047737926 0.0147821761	-0.067483984 0.03652261679	0.008605965845 0.0594280971	111.7270223	75 85 2
1725.969863	-14.68391644 0.6762876648	1 0.5	2.935821206 1.068891618	-0.5467034831 0.6606594747	1.022051813 0.01468087321	-0.02559906222 0.01968507396	0.02996890755 0.05160697699	51.92193305	94 85 3
1727.446897	-15.08238823 0.6655757389	1.279385891 0.5	1.747644335 1.124197538	-0.1175746099 0.9548576198	1.027082047 0.01142580239	-0.04024235673 0.01727765014	-0.01970993095 0.04050178809	76.16610261	96 85 4
1728.970585	-14.09272865 0.9497850116	1.101970415 0.279918912	2.436021893 0.5065021074	-0.8967055603 0.3376423131	1.02989976 0.01121880369	0.02959864062 0.01683800099	0.03340941882 0.04342104317	49.7007331	88 85 5
1730.272157	-14.27743191 0.9090552135	1.312272099 0.5	2.040657085 2	-0.09165336966 0.8488376644	0.9998561257 0.009984776448	-0.005915343429 0.01538770824	0.00491951604 0.03873573724	62.44158845	88 85 6
1731.667778	-13.95467662 0.5188833524	1.410084939 0.4657669705	2.232016625 0.6696395175	-0.9256360393 0.3490739695	1.066845274 0.009558303582	0.05642546238 0.02193286557	-0.02872472451 0.05238017262	85.78111125	86 85 7
1732.98554	-13.72354032 0.5178818175	1 0.5	2.595017751 1.128381976	-0.1864933596 0.9106319432	0.9983295306 0.009803860591	-0.02914344034 0.02500571708	0.1133704677 0.06284511789	106.551116	80 85 8
1734.285064	-14.2186682 0.4929108563	1.772602254 0.5	1 0.194854814	-0.3274822695 0.95441751	1.025082181 0.009644227948	0.04473593174 0.01619422539	0.01255972841 0.05761572578	121.0870277	101 85 9
1735.495565	-14.05105004 0.5997206241	1.388331436 0.5	2.003255978 0.5257503708	0.4251113314 0.3937705018	1.0587501 0.01200998781	-0.0526248067 0.02503506365	-0.2157401877 0.06461985306	75.28632902	75 85 10
1736.642009	-13.85409572 0.6039727702	1 0.1374055377	2.716433493 0.3692772263	-0.15922614 0.2707387948	1.045898707 0.01463732278	-0.006757085108 0.02737941006	0.2108097223 0.09067652873	35.59170005	83 85 11
1737.745502	-15.73974253 0.7841490677	1 0.2806158038	3.747181198 1.623771496	-0.120787179 0.8028032996	1.027619214 0.0111961193	-0.02824152365 0.02362071492	-0.02049998234 0.08833385874	70.93406256	96 85 12
1738.908097	-7.025984412 0.5998261406	1.227462073 0.5	4.383595702 2	0.5866523877 1.357242595	1.040143665 0.01698470422	0.002199142422 0.03654072403	-0.2252988962 0.129402821	83.63999463	78 85 13
1739.763017	-15.5383257 0.5554351129	1.172608497 0.5	3.790492276 1.308058353	-1.179188892 0.4411996703	1.027639309 0.01993653116	0.01884151432 0.03268395687	0.146243845 0.1522228032	77.58758311	93 85 14
1740.739133	-14.37444398 0.4878079216	1 0.1175760981	5 1.405323554	0.2214469906 0.9905889881	1.068890073 0.01609998363	0.007857024087 0.03546185185	-0.07592038724 0.213812637	55.95942795	99 85 15
1741.672716	-14.45826051 0.6884785838	1.134685408 0.3825518324	2.409622558 0.5933482245	-0.75941623 0.4480296019	1.07178067 0.01544180641	0.2447752319 0.04699599693	0.3550824275 0.1890467819	43.19001231	79 85 16
1742.41205	-13.5448286 0.7431394948	1.456526331 0.5	3.007565945 2	-0.2475593017 0.9511167171	1.059970245 0.01693269903	-0.176677016 0.05434426309	-0.3849158178 0.2258078646	97.434732	88 85 17
1743.227567	-14.11340114 1.689576937	2 0.06791117952	1.696860736 0.8327159918	-1.100781423 0.4297358464	0.4338669799 0.01337727878	-2.235564235 0.03855524756	1.766424335 0.06382987044	1315.504567	79 85 18
1704.284038	-14.00378595 0.8048778944	1 0.5	2.644571194 2	0.3698064276 1.058556684	1.010311073 0.01227708506	-0.0170215447 0.01916895533	0.005766825386 0.04878780225	63.7945346	101 86 2
1705.837602	-13.59094694 0.6242107038	1.221587593 0.5	1.837859082 0.7150913203	-0.8733706247 0.8903008189	1.003853781 0.01196312941	0.01253772944 0.01882717683	0.03412394386 0.04347995636	59.45245531	95 86 3
1707.287832	-14.19795628 0.7187115105	1 0.2487365203	2.826539067 0.8464195755	0.104025702 0.5330900944	1.033204691 0.01209719954	0.004841894617 0.01814025706	0.03368775835 0.04435659336	54.59749766	84 86 4
1708.824957	-15.46266333 1.008087757	1.09948474 0.2388458802	2.240552642 0.40853734	-0.1862145512 0.3285646419	1.014721744 0.01350387175	-0.02970045246 0.01293142434	0.06500755412 0.04904595345	78.52732559	97 86 5
1710.191305	-14.21063121 0.3744173975	1 0.0651455302	2.523470388 0.787620806	0.1657064141 0.7896239053	1.04332868 0.00958828121	0.01549565108 0.01611548102	-0.06807133069 0.04192343444	116.6624795	94 86 6
1711.558811	-13.9221604 0.4621707452	2 0.5	5 0	-0.02820263342 0.8383147022	1.06106447 0.008757811493	-0.02425218311 0.01667016905	0.02706050522 0.04859859245	105.8790732	96 86 7
1712.956429	-14.39213788 1.020529657	1 0.5	5 2	0.4212786558 0.980563698	0.9975328647 0.008432504822	0.0178483403 0.0177369805	-0.08729107647 0.05206530309	53.35955529	83 86 8
1714.090275	-15.08858095 0.7808369481	1.158836175 0.286940761	2.264550149 0.4452664685	-0.1054533601 0.3362406062	1.050648889 0.008742562053	0.0378513397 0.0187214969	0.004539689661 0.05457023193	48.20293759	95 86 9
1715.311302	-14.55731161 0.7905645782	1.47990597 0.5	5 2	-0.05498115492 0.6994702607	1.012207913 0.008791012034	-0.01757894961 0.01687461759	-0.0005905777241 0.05582720319	69.62950143	100 86 10
1716.477272	-14.64652722 0.6484764766	1 0.3623895654	3.468505616 1.466383308	0.07042091869 0.4448094012	1.012690361 0.008717045434	-0.007327614363 0.01949359762	0.01940319137 0.05732795961	77.53975842	95 86 11
1717.548437	-4.763839886 0.9707369732	1.321548611 0.5	1.00908666 1.086115417	-1.127241874 0.9053956467	1.003349942 0.00834633789	0.01888288895 0.01774808257	0.1241808345 0.06453911696	301.1654955	99 86 12
1718.567947	-14.02471949 0.4766845615	1 0.5	1.942121989 2	-0.05455074846 1.082510174	1.016125383 0.01042195979	0.004722819584 0.02485215892	0.2309193419 0.09417607706	119.1271346	93 86 13
1719.571172	-14.39440929 0.6557932711	1 0.5	5 2	-0.02298088415 0.9714656449	1.041322117 0.01004009657	-0.01298655892 0.02853866498	-0.2448063957 0.109231977	90.48226783	96 86 14
1720.501844	-15.63060543 1.106485181	1.542792054 0.5	5 2	-0.6637459949 0.907760092	1.019640088 0.01239816121	-0.03388074468 0.03231425796	0.1137318497 0.1454358175	50.64398133	100 86 15
1721.504066	-12.03318869 0.8544508774	1.210682757 0.5	1.404618235 0.2601252444	-0.5730743507 0.5182821463	1.072995833 0.02076140988	0.2434685385 0.0782829046	-0.1412713234 0.242488277	104.1878669	65 86 16
1722.201919	-12.73589724 1.20388362	1.520359598 0.5	2.574189984 2	0.4511576889 0.8194961183	1.036370195 0.01643797219	-0.005817395966 0.03811385857	-0.1667643537 0.1996372573	111.9843541	92 86 17
1722.971581	-13.92725482 0.8117917821	1.389725834 0.5	1.897731067 2	0.02881636216 0.8172235802	1.017330111 0.01870980386	0.07253126901 0.05296841417	0.3899786428 0.265231103	69.39134955	94 86 18
1684.701492	-14.08364468 0.8760307539	1 0.5	1 2	0.354790824 1.062111763	1.020319283 0.01315222577	-0.01475584081 0.01912447291	-0.08707332098 0.04925215008	52.97596942	88 87 2
1686.21091	-14.70467735 0.8094856105	1.359030415 0.5	1 2	0.0813685184 1.00018761	1.012537132 0.009025879878	0.01161395188 0.01409625818	-0.07434951811 0.03544179346	56.34862055	99 87 3
1687.742009	-14.42496681 0.3794425004	1.768908359 0.5	1.328112126 0.7492688791	-0.4447823712 0.9498043208	1.017316859 0.01038766623	-0.01232081378 0.01519189654	0.007485822573 0.04374943589	78.21614415	91 87 4
1689.142828	-14.20354979 0.458872913	1 0.5	2.705564151 1.394559818	-0.2445850869 0.8808299188	1.015042591 0.01015693114	0.006002536405 0.0130466214	-0.003554020594 0.04541613948	85.08334681	97 87 5
1690.585231	-13.76046018 0.3139764621	1.605614348 0.3953755273	1.838820888 0.4119246581	-1.223653907 0.4920964152	1.052231729 0.01298209434	-0.01241573719 0.01459258474	-0.02619577759 0.0476877681	175.2315836	80 87 6
