2.460041831187800039e+06 2.360982977274979930e+02 3.244343612898769180e+01 1.882336084912572915e+03 1.477518555000000106e+03 2.100000000000000000e+02
2.460041852465400007e+06 2.766210860844767012e+02 3.150364332545668589e+01 1.740092042980756332e+03 1.281006233000000066e+03 2.420000000000000000e+02
2.460042082224200014e+06 -6.259501573600573465e+00 5.138258819443294101e+01 2.156562077412067083e+03 1.842144398499999852e+03 1.380000000000000000e+02
2.460042103507000022e+06 5.389795728698300081e+01 5.789733066861236210e+01 2.222306427221244121e+03 1.795776969999999892e+03 1.470000000000000000e+02
2.460042124777799938e+06 1.211600478364780429e+02 3.654040907967048213e+01 1.893604122239551998e+03 1.417525086999999985e+03 2.110000000000000000e+02
2.460042923588200007e+06 5.146741619116801303e+01 9.336853383383191840e+01 3.151987330043712518e+03 2.946395369000000301e+03 5.100000000000000000e+01
2.460073798924500123e+06 -1.118440542534335691e+02 2.149506261762190817e+01 1.314979623039144826e+03 6.870261795999999777e+02 2.790000000000000000e+02
2.460074815989700146e+06 2.331390180707021500e+02 2.770819087746185616e+01 1.530967525473102569e+03 9.841312077999999701e+02 2.940000000000000000e+02
2.460074837263700087e+06 1.975429742757078202e+02 2.169089053270499079e+01 1.404120447449159883e+03 8.197862103999999590e+02 2.760000000000000000e+02
2.460075817657500040e+06 6.118544879053297336e+01 3.510378430629570090e+01 1.836272071914222579e+03 1.302588377000000037e+03 2.490000000000000000e+02
2.460075838931799866e+06 8.493320190202211961e+00 2.521583577341639781e+01 1.528987613002214175e+03 9.384700544500000206e+02 2.870000000000000000e+02
2.460075860207300168e+06 0.000000000000000000e+00 2.461742294292972133e+01 1.528622869137148200e+03 9.494820901499999763e+02 2.940000000000000000e+02
2.460156753296399955e+06 -2.706120824543722847e+02 2.167519791100391302e+01 1.459500312286844292e+03 8.997567820500000835e+02 2.870000000000000000e+02
2.460156774559400044e+06 -1.629039280118995521e+02 2.290662597048588012e+01 1.533113860257638862e+03 1.017011268999999970e+03 2.910000000000000000e+02
2.460159757827599999e+06 -3.633569167338209809e+02 2.484999951715642652e+01 1.463170987048192046e+03 9.322726631000000452e+02 3.120000000000000000e+02
2.460159779095300008e+06 -3.191443436776316958e+02 3.377111240911170853e+01 1.761684212268408146e+03 1.326548491999999897e+03 2.770000000000000000e+02
2.460160757163399830e+06 4.151566176995402202e+00 2.102812272549006138e+02 6.776362749493957381e+03 6.725555443499999456e+03 1.500000000000000000e+01
2.460161755924900062e+06 -1.563952839717530878e+02 3.183562394365867831e+01 1.820109876747876569e+03 1.380729484000000184e+03 2.570000000000000000e+02
2.460161777181799989e+06 -5.768457813100758358e+01 2.407984532882850814e+01 1.454987284024955898e+03 8.935771237000000156e+02 3.060000000000000000e+02
2.460162752641300205e+06 -3.122951784154647612e+02 2.279708381795572336e+01 1.456968300518461547e+03 9.141485787000001437e+02 3.010000000000000000e+02
2.460162773938199971e+06 -2.822549890266236616e+02 2.177099820240800199e+01 1.457137986212399255e+03 9.293542552500000511e+02 2.970000000000000000e+02
