1724.180048	0.5320772174 1.744439594	1 0.4940810774	2.193588471 0.688501981	-0.2393507897 0.5624759237	1.025691988 0.01822444794	-0.01346910065 0.03517708434	0.02735886286 0.06333024715	33.941919	69 85 2
1725.954673	0.1023369571 0.7558030966	1 0.2837968564	1.953827039 0.4430938458	-0.03908068975 0.6915351282	1.016176241 0.01358053334	-0.009831372528 0.01866756368	0.02037328776 0.04552699226	38.6425903	89 85 3
1727.432215	0.9560407443 0.7190806821	1.093869377 0.5	2.198912428 1.35955881	0.1758946907 0.9645190071	1.033321368 0.01157785357	-0.02116955926 0.01728134045	-0.02505907984 0.04266359219	47.1858214	95 85 4
1728.969834	-0.2585279461 0.9765732697	1.49650006 0.5	1.928056086 0.5593396321	0.91106212 0.3641674968	1.056925629 0.0095609736	-0.01756586888 0.0169484186	-0.06222232738 0.046948364	60.60181764	91 85 5
1730.284392	0.5176670703 0.8819235494	1.568230702 0.5	2.421936972 2	0.5748173612 0.922985434	1.002051968 0.009544750918	0.01133834986 0.01515845465	-0.04644645012 0.03899228858	56.15454821	91 85 6
1731.654677	-0.3927285641 0.6301221666	1 0.355504609	1.836061702 0.3619407164	0.07535105676 0.4062788814	1.050376451 0.009192578522	0.0001876092773 0.02170609915	0.03602530083 0.05333065929	63.11482	91 85 7
1732.972938	0.2090917103 0.6940800906	1 0.3900456791	2.380804236 0.991527084	-0.4164349457 0.9838386062	1.017861394 0.0127219597	-0.05134926773 0.03075569139	0.02866944182 0.0968986056	54.70778856	81 85 8
1734.28442	0.8132774682 0.5431911844	1.34752335 0.5	1.861224894 1.453833559	0.01656587716 0.9305425271	1.023578545 0.01085876685	0.001031852377 0.01636301911	-0.05889839261 0.05815444911	73.19069426	101 85 9
1735.483952	0.05208911915 0.6379096042	1 0.5	2.294841574 0.9490763907	-0.667045537 0.6795632529	1.052357162 0.01177097244	-0.001389224842 0.02713814068	-0.1330723229 0.07100228841	61.96545041	70 85 10
1736.641357	0.7984070181 0.710279205	1.244393115 0.3951402384	2.23379553 0.5511158783	-0.4140631912 0.2566220108	1.063074212 0.008904524725	0.01102164564 0.0248475963	-0.1243896603 0.06779924108	48.80277639	88 85 11
1737.724913	-0.1212985098 0.6990944226	1.084868548 0.5	2.260507876 1.329817866	0.4078484526 0.9227029171	1.025642753 0.01172917651	0.0006448998679 0.02627133155	0.02603249497 0.08591261807	81.50701474	94 85 12
1738.926284	0.8094837597 0.7380355105	1 0.5	2.268423651 2	0.3186706656 1.026130495	0.9977733184 0.01527198714	-0.005645639089 0.03981954549	0.1076382555 0.115715194	29.27682326	74 85 13
1739.762419	0.6663785715 0.649221865	1 0.4480919653	3.887661866 1.418540547	0.8389998341 0.4846833147	1.023907278 0.01762166321	0.01122156063 0.03191154372	0.0208253841 0.1365537057	33.70354117	92 85 14
1740.738563	0.5486734945 0.3947342888	1 0.5	1.779489569 0.8427060826	-0.2010203604 0.7858905887	1.034828966 0.01314934119	0.0481851545 0.03397198568	-0.08706675067 0.2233278987	46.76671851	100 85 15
1741.672166	-1.299451015 0.7251236232	1 0.1675143564	2.045777059 0.2829282368	0.3772391643 0.5423282154	1.099812569 0.02009581106	0.04581980158 0.05107277429	-0.6413153241 0.2698956523	52.41113048	83 85 16
1742.40402	1.696831272 2.119497529	1.471279404 0.5	2.929773103 2	0.09790735541 1.0008543	1.067304062 0.02060037795	-0.008375654984 0.06396907382	-0.5617392362 0.2824005966	36.97330723	86 85 17
