1724.180048	0.6692240154 1.120325326	1.442516654 0.4857846687	2.080451845 0.5867000932	-0.8879100383 0.4165963637	1.035692004 0.01341347202	-0.007476318242 0.0261742676	0.0001371093242 0.04273052277	51.43905089	74 85 2
1725.968964	0.007924660251 0.6415650853	1.257405155 0.5	2.578852317 1.11789757	0.1857658078 0.7602592802	1.025197257 0.01162652766	-0.01119712744 0.01296201276	-0.001234789908 0.03745183479	47.51724829	91 85 3
1727.446063	-0.03067800486 0.5691945379	1.323936613 0.3953688427	1.835975211 0.8153563526	0.5506916274 0.9540438415	1.010285334 0.009050344909	-0.01758078925 0.01130143632	0.01877688638 0.03067701189	62.11930791	96 85 4
1728.943098	-0.4879330694 0.5634577151	1 0.0905448719	1.763673008 0.1771192898	0.2870848093 0.303634121	1.036454595 0.007766274828	-0.01051122646 0.01384281836	-0.01790906845 0.03102559251	53.37556443	87 85 5
1730.284392	0.06625477394 0.5967381833	1.449231209 0.5	3.487218198 2	0.3492816737 0.9542920216	0.9985867747 0.008390301125	0.002421957879 0.01194269973	0.001976647214 0.03437381777	69.53789887	91 85 6
1731.654677	-0.108762766 0.3689900178	1.072300148 0.2442937286	1.932284891 0.3124673261	0.8060755173 0.277916971	1.051824239 0.007813299621	0.02190919294 0.01478228827	0.05931406107 0.03455585463	77.30106945	92 85 7
1732.972938	0.1996042611 0.4170144108	1 0.4525707459	3.739855446 1.385536878	-0.7011788634 0.7862424742	1.011399437 0.007748167578	-0.07932729752 0.02589475901	0.1409782601 0.05826801023	117.3876863	81 85 8
1734.28442	0.7771933473 0.389151974	1.159988858 0.4190909112	1.075272138 0.4807604155	0.2352450934 1.023774054	1.00559318 0.006789865287	0.04111061202 0.01254894214	0.04882845838 0.03880674599	80.04904472	100 85 9
1735.483952	-0.1826582905 0.4476572284	1.278907419 0.5	1.917031452 0.400216314	1.195789489 0.7435620259	1.057460581 0.008199199982	-0.008195958539 0.02060337316	-0.09643814706 0.0514293999	86.61657067	74 85 10
1736.641357	-0.04267941583 0.4383825586	1.143359512 0.2963792055	2.102378971 0.4022892515	0.08224505846 0.1903191274	1.040568681 0.004705444083	-0.01111737665 0.0163830362	0.01382684769 0.02179249678	63.7497768	85 85 11
1737.734888	0.2737518219 0.4814758256	1.524475576 0.5	1.757753021 0.7669461346	-0.1566087101 0.8039777489	1.016634497 0.009036145161	0.009942750438 0.01715471678	0.007926162661 0.06731237258	54.06409274	94 85 12
1738.926284	0.208129233 0.4336537474	1 0.5	1.714147745 0.849165247	-0.1578079753 0.952780699	1.01294384 0.01154786167	-0.002985125123 0.03102659794	-0.1033818119 0.08975438579	42.97735736	73 85 13
1739.762419	0.645403707 0.4263929565	1.190353926 0.3923051294	2.095884347 0.5667772407	0.8780128334 0.4437346308	1.025585277 0.01074022708	-0.004787995056 0.02177677486	-0.06494903753 0.08932652771	45.88219142	91 85 14
1740.738563	-0.07270951752 0.3018004815	1 0.5	1.776649656 0.5855276286	-0.3357021473 0.8669011536	1.041608486 0.01004467443	0.06441389155 0.02510362056	-0.05586545153 0.1912889052	92.77170348	101 85 15
1741.672166	0.2238399386 0.5374432714	1.160419948 0.3334237308	2.022057708 0.4343088643	0.01109904729 0.2741107976	1.055508193 0.01679312832	0.04528602184 0.03904990018	0.2176353818 0.1828460115	42.7809114	83 85 16
1742.396534	-0.3626028856 0.9035971705	1.458220994 0.5	3.048891995 2	-0.256963972 0.9480008289	1.031809016 0.01348938753	0.03313278718 0.04190350817	-0.01040373216 0.1671377361	46.76660935	85 85 17
1743.233956	9.266352191 1.09219491	2 0.09950561169	5 0.222049684	-3.980582002 0.4395208873	0.6064717442 0.01276620328	-1.929639947 0.006958696803	0.7840113527 0.1097267916	2372.020788	100 85 18
1704.283276	-0.3092797719 0.7995904987	1 0.5	2.80503786 2	-0.03510834142 0.9224611972	1.001217777 0.01034008561	0.01183497383 0.01549718063	0.01981415498 0.04437132542	67.29040715	101 86 2
1705.836778	-0.4720004689 0.7128202917	1.459007699 0.5	1.491627718 0.3933524103	-0.4803398478 0.7793358115	1.017369373 0.00952194702	-9.948644691e-05 0.01288312752	-0.03125929008 0.0335822677	89.48761371	98 86 3
1707.273283	-0.7135616414 0.461653404	1.252326366 0.4144807608	1.600708431 0.2893706072	-0.6782057387 0.5442683179	1.051106516 0.008397372251	0.003889139172 0.01389051212	0.007454222419 0.0316936962	76.2043317	92 86 4
1708.810928	0.05335162302 0.7144994192	1 0.1355353097	1.562585667 0.1163582737	0.5153789837 0.3721389585	1.030801949 0.008232337986	-0.03109565185 0.01025909028	-0.009556849216 0.03091727972	80.98743447	96 86 5
1710.190558	0.1504507332 0.3411282117	2 0.2575843935	1.292321338 0.1363494149	0.3296636211 0.5605832279	1.023223581 0.005873624104	-0.001266177115 0.01041218417	-0.01683282349 0.02801497092	80.24437846	98 86 6
1711.558101	-0.2251548116 0.3952767052	1.323203515 0.5	5 2	0.08927676148 0.8945447072	1.051595716 0.00652375974	-0.01839013407 0.01194960439	0.03719530582 0.03880636525	68.07369281	97 86 7
1712.955747	0.02019224073 0.7378941634	1 0.5	1.517388711 1.339971171	-0.0004603980433 1.111478444	0.9798003274 0.006424334195	0.01703610837 0.01340761341	0.04256891919 0.042029037	73.25759541	84 86 8
1714.089609	-0.1053141943 0.4636452771	1 0.2089150338	1.722461108 0.2134952707	0.1410691299 0.2446576203	1.05711141 0.008066146442	0.009376596641 0.01538676138	-0.009738000012 0.04087886568	86.53413769	95 86 9
1715.299794	0.05090477065 0.5632704457	1.974684823 0.2777388443	1.275023654 1.291755187	-0.7238718952 0.7702941607	1.004826239 0.00679852525	-0.005834434122 0.01299058731	-0.005978003128 0.04305337654	75.87721874	99 86 10
1716.476624	-0.1593347243 0.5225346568	1.074749668 0.4514778454	1.48810563 0.3148161452	-0.2233819675 0.5494221797	1.009512709 0.006830137484	-0.01381591098 0.01601033383	-0.001767647281 0.04974944415	54.3888047	96 86 11
