Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	AIRMASS2	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_C3	rel_flux_C4	rel_flux_T5	rel_flux_C6	rel_flux_T7	rel_flux_C8	rel_flux_T9	rel_flux_T10	rel_flux_T11	rel_flux_T12	rel_flux_T13	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_T5	rel_flux_err_C6	rel_flux_err_T7	rel_flux_err_C8	rel_flux_err_T9	rel_flux_err_T10	rel_flux_err_T11	rel_flux_err_T12	rel_flux_err_T13	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_T5	rel_flux_SNR_C6	rel_flux_SNR_T7	rel_flux_SNR_C8	rel_flux_SNR_T9	rel_flux_SNR_T10	rel_flux_SNR_T11	rel_flux_SNR_T12	rel_flux_SNR_T13	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Peak_T10	Mean_T10	Sky/Pixel_T10	FWHM_T10	Width_T10	X-Width_T10	Y-Width_T10	Angle_T10	Roundness_T10	X(IJ)_T11	Y(IJ)_T11	X(FITS)_T11	Y(FITS)_T11	RA_T11	DEC_T11	Source-Sky_T11	Source_Error_T11	Source_SNR_T11	Peak_T11	Mean_T11	Sky/Pixel_T11	FWHM_T11	Width_T11	X-Width_T11	Y-Width_T11	Angle_T11	Roundness_T11	X(IJ)_T12	Y(IJ)_T12	X(FITS)_T12	Y(FITS)_T12	RA_T12	DEC_T12	Source-Sky_T12	Source_Error_T12	Source_SNR_T12	Peak_T12	Mean_T12	Sky/Pixel_T12	FWHM_T12	Width_T12	X-Width_T12	Y-Width_T12	Angle_T12	Roundness_T12	X(IJ)_T13	Y(IJ)_T13	X(FITS)_T13	Y(FITS)_T13	RA_T13	DEC_T13	Source-Sky_T13	Source_Error_T13	Source_SNR_T13	Peak_T13	Mean_T13	Sky/Pixel_T13	FWHM_T13	Width_T13	X-Width_T13	Y-Width_T13	Angle_T13	Roundness_T13	N_Src_Pixels_T2	N_Sky_Pixels_T2	N_Src_Pixels_C3	N_Sky_Pixels_C3	N_Src_Pixels_C4	N_Sky_Pixels_C4	N_Src_Pixels_T5	N_Sky_Pixels_T5	N_Src_Pixels_C6	N_Sky_Pixels_C6	N_Src_Pixels_T7	N_Sky_Pixels_T7	N_Src_Pixels_C8	N_Sky_Pixels_C8	N_Src_Pixels_T9	N_Sky_Pixels_T9	N_Src_Pixels_T10	N_Sky_Pixels_T10	N_Src_Pixels_T11	N_Sky_Pixels_T11	N_Src_Pixels_T12	N_Sky_Pixels_T12	N_Src_Pixels_T13	N_Sky_Pixels_T13
elp1m006-fa07-20230325-0105-e91.fits.fz	1	0	60029.684037	2460029.684037	NaN	NaN	2460029.6887771008	1.680004	NaN	NaN	NaN	400.076	NaN	NaN	6.540841	7	30	60	0.2389247366538187	0.2281629774179427	0.3112100948532349	0.3277242862317872	0.2165808850227768	0.3327068222633192	0.3039584845824646	0.3627232455252344	0.2744039500232816	0.2633894264386041	0.2555405710494255	0.3320099305889606	0.3088404023717647	0.0011817166251326	0.0011624528386874	0.0015941607420153	0.001634389320703	0.0011405681715401	0.0016560812016519	0.0013021525888042	0.0017502285335207	0.0012506998663859	0.0012276399244468	0.0012184764402391	0.0013537213925251	0.0013122357949222	202.18445909314815	196.27719063043406	195.2187672491657	200.51788278377708	189.88859274437846	200.90006572832445	233.4277005597377	207.2433619829063	219.40031929179932	214.5494140370876	209.72138862142504	245.25720906993496	235.3543498560621	488292.825255	1051.3428980621254	2437.363646	2398.085491	2437.863646	1698.414509	14.067279	38.618287	116665.234684	153.93804	519.479619	224.580966	3724.296387	757.871379	829.685637	7284	6.003136	7.197665	7.457156	6.938174	18.981611	0.991658	2076.32786	2185.668189	2076.82786	1910.831811	14.070612	38.641353	111410.344862	514.439757	216.566359	3568.054199	723.734984	829.542015	5.960894	7.188239	7.561564	6.814914	13.28275	0.986586	885.008852	2633.229029	885.508852	1463.270971	14.08162	38.592959	115894.208762	521.246742	222.340399	2716.523682	752.862702	846.053967	7.898499	8.198541	8.334343	8.062738	30.15432	0.995529	3717.598132	1483.336547	3718.098132	2613.163453	14.055418	38.716926	120526.090611	521.309019	231.198936	3960.540771	782.951963	815.243758	5.769309	6.955911	7.239452	6.67237	5.353337	0.993139	2411.755821	1635.427473	2412.255821	2461.072527	14.067502	38.70087	105754.892244	508.256608	208.073816	3430.142578	686.996484	825.470663	6.133255	7.130671	7.484878	6.776465	10.887129	0.988612	1530.301986	1024.641492	1530.801986	3071.858508	14.075652	38.767124	121901.044934	525.757686	231.857847	3756.156494	791.883831	838.007714	6.031945	7.221943	7.473979	6.969906	22.734045	0.990119	2113.299573	1333.784986	2113.799573	2762.715014	14.070259	38.733586	148420.747197	549.691282	270.007461	2918.085205	964.159003	833.072081	8.432698	8.414363	8.496801	8.331924	15.185138	0.999484	4000.393329	1008.024711	4000.893329	3088.475289	14.052783	38.768264	129971.480948	534.26537	243.271393	2703.514648	844.310353	842.794365	7.985912	8.508989	8.475992	8.541985	49.662245	0.997709	545.012021	2211.770218	545.512021	1884.729782	14.084764	38.63857	133989.480018	538.271285	248.925558	3875.196289	870.411758	845.933246	6.334653	7.320318	7.565851	7.074784	31.324871	0.978728	1318.863043	319.505966	1319.363043	3776.994034	14.077607	38.843483	128611.167178	531.654997	241.907192	3818.323975	835.473592	834.331828	6.117509	7.244997	7.467385	7.02261	26.711827	0.989406	22.932773	3393.115717	23.432773	703.384283	14.08957	38.510586	124778.627405	530.862153	235.049018	3627.228271	810.576953	843.529004	6.351722	7.322811	7.663299	6.982324	25.969212	0.977346	3175.826734	2954.852592	3176.326734	1141.647408	14.060472	38.557802	162118.06702	561.33516	288.807968	4748.520996	1053.138438	827.965079	5.885403	7.099882	7.432289	6.767475	10.124809	0.990082	1372.28597	1313.750455	1372.78597	2782.749545	14.077116	38.735828	150804.552627	552.394005	273.001791	4429.094238	979.644489	836.384038	6.125998	7.204019	7.467645	6.940393	24.358181	0.987728	153.93804	7134	153.93804	7201	153.93804	6620	153.93804	7196	153.93804	7243	153.93804	7253	153.93804	6830	153.93804	7287	153.93804	7016	153.93804	4798	153.93804	7158	153.93804	7089
elp1m006-fa07-20230325-0106-e91.fits.fz	2	0	60029.688999	2460029.688999	NaN	NaN	2460029.693739137	1.628107	NaN	NaN	NaN	400.06	NaN	NaN	6.787491	7	30	60	0.2391779907646581	0.2277551591204334	0.3127524587542599	0.3307038645883074	0.2150370377647867	0.3298386903736932	0.3032619799607579	0.3609351657628784	0.2747545658430656	0.2627761672889022	0.2522120891774512	0.333048105261896	0.3094029794051911	0.0011829412382118	0.0011622404609985	0.0015998021969934	0.0016451940273075	0.0011382275970115	0.00164792544764	0.0013016665388486	0.0017467303311403	0.0012515341097738	0.0012267450983393	0.001212209799389	0.001357186158386	0.0013137958933746	202.1892407151236	195.96216683487685	195.4944550907844	201.0120746241349	188.9227060821424	200.1538909700392	232.97977700879213	206.6347388192769	219.5342209991613	214.20600550565905	208.05976762815095	245.396037385147	235.5030800183578	483807.730791	1042.5434471517153	2437.289225	2398.430871	2437.789225	1698.069129	14.067279	38.61828	115716.160967	153.93804	515.139394	224.630774	3494.128662	751.706082	807.009257	7230	6.337085	7.346156	7.65683	7.035482	14.260026	0.990767	2076.251751	2185.911219	2076.751751	1910.588781	14.070612	38.641355	110189.70671	509.708116	216.181974	3409.763916	715.805571	806.151491	6.277882	7.346613	7.646045	7.047181	17.717888	0.990024	884.902157	2633.542662	885.402157	1462.957338	14.08162	38.592951	115263.20622	517.180059	222.86862	2563.9021	748.763634	822.995423	7.980986	8.305864	8.476425	8.135303	28.907277	0.99406	3717.615809	1483.632359	3718.115809	2612.867641	14.055418	38.716928	120234.930211	517.927961	232.14605	3719.685059	781.06055	794.613072	5.950984	7.139209	7.397932	6.880486	0.199768	0.99476	2411.766963	1635.736391	2412.266963	2460.763609	14.067501	38.700866	104036.581277	502.984086	206.838714	3172.612305	675.834129	802.822312	6.174912	7.284898	7.598558	6.971237	11.81439	0.991198	1530.215361	1024.866173	1530.715361	3071.633827	14.075652	38.767125	119998.394897	520.223737	230.666896	3414.500732	779.523988	813.629139	6.54491	7.414541	7.636938	7.192144	24.030524	0.991958	2113.28885	1334.032364	2113.78885	2762.467636	14.070258	38.733587	146720.49036	544.640706	269.389505	2845.33667	953.11393	808.767912	8.580531	8.527505	8.649469	8.405542	21.671965	0.998454	4000.30949	1008.286168	4000.80949	3088.213832	14.052784	38.76827	128311.199463	529.659812	242.252096	2562.671631	833.524965	822.550863	8.507946	8.567323	8.609675	8.524971	40.744372	0.995538	544.914858	2212.016243	545.414858	1884.483757	14.084763	38.638567	132928.383025	533.462842	249.18021	3771.991455	863.518744	819.694609	6.513042	7.433057	7.695394	7.17072	27.215391	0.985311	1318.838489	319.78472	1319.338489	3776.71528	14.077607	38.843477	127133.141202	526.498809	241.469	3538.181152	825.872157	809.169801	6.343575	7.430597	7.587497	7.273697	30.835487	0.992087	22.823945	3393.299472	23.323945	703.200528	14.089569	38.510589	122022.158543	524.229077	232.764957	3410.685303	792.6706	816.710092	6.473553	7.441376	7.75335	7.129402	27.109026	0.979507	3175.774629	2955.104263	3176.274629	1141.395737	14.060472	38.557808	161131.248051	557.302755	289.126954	4607.091797	1046.727943	806.136052	6.057257	7.225241	7.551547	6.898934	3.248115	0.991769	1372.220117	1314.049652	1372.720117	2782.450348	14.077115	38.735822	149691.553366	547.694978	273.311897	4277.344727	972.414313	810.945591	6.494714	7.419308	7.655941	7.182676	25.106734	0.990084	153.93804	7016	153.93804	7126	153.93804	6567	153.93804	7319	153.93804	7368	153.93804	7267	153.93804	6940	153.93804	7213	153.93804	7059	153.93804	4779	153.93804	7372	153.93804	7214
elp1m006-fa07-20230325-0107-e91.fits.fz	3	0	60029.693996	2460029.693996	NaN	NaN	2460029.698736174	1.579709	NaN	NaN	NaN	400.068	NaN	NaN	7.100098	7	30	60	0.2410239355126007	0.2264884173784605	0.3104452047228988	0.3309830956510346	0.2144108175955547	0.3296188875348631	0.3008228826125069	0.3633618216076049	0.2703944594387287	0.2612320106236031	0.2520199503209331	0.3318191487299582	0.3057426416394242	0.0011789977700033	0.0011530545679349	0.0015839276223982	0.0016358065093495	0.001131191436704	0.0016379868123243	0.0012902642269135	0.0017434502822048	0.0012372481863064	0.0012172151409537	0.001205209454608	0.001347586998917	0.0013003577802373	204.43120559246242	196.42471716155507	195.99708997616025	202.33633608821657	189.544236844915	201.23415222564185	233.14827795553748	208.41536195003917	218.54504409979248	214.61449322666084	209.10883942815857	246.23207926213257	235.12193819737382	483231.56967500004	1035.1252959190128	2437.005265	2398.740674	2437.505265	1697.759326	14.067278	38.618288	116470.374687	153.93804	512.197054	227.393683	3318.21875	756.605545	783.424478	7398	6.509109	7.485407	7.824223	7.146591	15.866264	0.988717	2075.906503	2186.239568	2076.406503	1910.260432	14.070612	38.641361	109446.353443	505.469483	216.524156	3090.694336	710.976659	783.971637	6.747091	7.492007	7.86365	7.120364	18.028262	0.985014	884.593528	2633.855911	885.093528	1462.644089	14.08162	38.592952	114477.830157	513.083226	223.117468	2456.151367	743.661736	801.325614	8.408162	8.411483	8.488974	8.333993	37.057398	0.995469	3717.338207	1484.036384	3717.838207	2612.463616	14.055417	38.716932	120167.92803	514.093003	233.747449	3612.589355	780.625296	770.062917	6.278239	7.287905	7.595611	6.980199	4.336216	0.992729	2411.44591	1636.093765	2411.94591	2460.406235	14.067501	38.700871	103610.075942	499.543042	207.409707	3034.711182	673.0635	782.593424	6.604061	7.446493	7.74798	7.145006	20.593672	0.98846	1529.966012	1025.283812	1530.466012	3071.216188	14.075651	38.767122	119795.419508	516.699031	231.847579	3298.118652	778.205436	791.151712	6.909162	7.57621	7.786993	7.365427	25.782579	0.992	2113.036726	1334.391364	2113.536726	2762.108636	14.070257	38.733591	145367.113759	540.170739	269.11327	2748.855225	944.322233	786.045618	8.743606	8.55724	8.769035	8.345446	14.36067	0.996818	4000.206083	1008.803268	4000.706083	3087.696732	14.052781	38.768265	128790.39198	526.270346	244.722875	2546.636719	836.637857	796.915051	8.76443	8.5886	8.643134	8.534066	30.090949	0.999348	544.584189	2212.395703	545.084189	1884.104297	14.084763	38.638561	130663.139066	528.315959	247.320068	3439.226562	848.803447	799.58175	6.858588	7.551417	7.802709	7.300125	29.907373	0.982517	1318.581944	320.109172	1319.081944	3776.390828	14.077607	38.843484	126235.554543	522.355285	241.666081	3389.303955	820.041327	786.51703	6.687512	7.610812	7.682631	7.538993	38.132574	0.993683	22.414539	3393.696442	22.914539	702.803558	14.08957	38.510577	121783.996183	520.70137	233.884532	3282.877197	791.123469	794.967114	6.670866	7.54098	7.89679	7.185171	27.835701	0.972123	3175.482798	2955.467208	3175.982798	1141.032792	14.060471	38.557812	160345.488089	553.247076	289.826183	4379.422852	1041.623552	782.283449	6.445869	7.227173	7.613029	6.841318	7.399539	0.987872	1371.984394	1314.396885	1372.484394	2782.103115	14.077115	38.735824	147744.496636	542.856314	272.16133	3882.723633	959.765998	790.355471	6.674574	7.570724	7.858637	7.28281	26.074705	0.984679	153.93804	7177	153.93804	7189	153.93804	6613	153.93804	6957	153.93804	7176	153.93804	7089	153.93804	6993	153.93804	7301	153.93804	6809	153.93804	4772	153.93804	7298	153.93804	7438
elp1m006-fa07-20230325-0108-e91.fits.fz	4	0	60029.698956	2460029.698956	NaN	NaN	2460029.7036962104	1.535138	NaN	NaN	NaN	400.056	NaN	NaN	7.415125	7	30	60	0.2406267962275385	0.2254854729860104	0.3081357012293521	0.3310194192423513	0.2155332067304644	0.3266145623475936	0.3021033566898697	0.3690171739624696	0.2724159438017831	0.2628701231976909	0.25071925042204	0.3338134331853539	0.308217195921153	0.0011953874645409	0.0011678433308128	0.0016002231348083	0.0016599778346294	0.0011483144040793	0.0016525315605718	0.0013113677049433	0.0017870589403275	0.0012589651838901	0.0012378685853423	0.0012201671214493	0.001370730556755	0.0013235032376294	201.29606789874234	193.0785294882593	192.55795927876372	199.4119513747912	187.69529143307136	197.6449770403084	230.3727288319359	206.49412598267975	216.3808398259606	212.3570517180525	205.47943475500472	243.52957737778203	232.8798201304115	470529.194533	1022.6877140006507	2436.976909	2399.107486	2437.476909	1697.392514	14.067278	38.618285	113221.932612	153.93804	505.774838	223.858374	3091.235352	735.503275	762.389986	7357	6.777148	7.673161	8.022663	7.32366	17.845965	0.987471	2075.952825	2186.647333	2076.452825	1909.852667	14.070611	38.641352	106097.497983	498.776645	212.715449	2932.00708	689.222092	762.700422	6.717274	7.628727	8.019462	7.237991	18.937858	0.983246	884.548076	2634.117591	885.048076	1462.382409	14.081619	38.592957	110834.711697	506.299866	218.911201	2325.621582	719.995601	779.632476	8.756191	8.474978	8.560417	8.389538	35.678475	0.996023	3717.39659	1484.34981	3717.89659	2612.15019	14.055416	38.716936	117018.804128	507.964486	230.368081	3292.576172	760.168209	749.856768	6.640858	7.500572	7.830153	7.170991	8.924691	0.991509	2411.413954	1636.482956	2411.913954	2460.017044	14.067501	38.700863	101414.666158	493.309656	205.580136	2762.724365	658.801854	758.448325	7.066812	7.609098	7.962309	7.255888	18.39969	0.986615	1529.96476	1025.661354	1530.46476	3070.838646	14.075651	38.767112	115845.017314	509.581505	227.333638	2938.154541	752.543148	769.761128	7.014367	7.796556	8.052536	7.540576	25.522349	0.989115	2113.025949	1334.750077	2113.525949	2761.749923	14.070257	38.733586	142148.449089	534.11584	266.137865	2590.211182	923.413401	765.355402	9.181606	8.670543	8.809243	8.531844	19.165803	0.998337	4000.229814	1009.073236	4000.729814	3087.426764	14.052781	38.768272	126830.661394	521.391769	243.254054	2387.970703	823.907212	776.590554	9.49246	8.729216	8.771816	8.686617	37.36522	0.998627	544.613335	2212.817706	545.113335	1883.682294	14.084762	38.638546	128179.654615	522.779054	245.188964	3201.89209	832.670434	778.029555	7.215017	7.778079	8.045075	7.511084	31.471263	0.977275	1318.610177	320.55467	1319.110177	3775.94533	14.077606	38.843465	123688.067335	516.701183	239.380267	3078.676514	803.492544	765.209598	6.943613	7.765843	7.946384	7.585301	30.848192	0.990394	22.363409	3394.05421	22.863409	702.44579	14.089569	38.510571	117970.726955	513.686532	229.655091	3048.624268	766.352014	773.692847	7.088977	7.720996	8.018006	7.423987	31.019155	0.973156	3175.411753	2955.832695	3175.911753	1140.667305	14.060471	38.557811	157068.965841	547.210808	287.03557	4146.506348	1020.33887	760.42234	6.543638	7.510697	7.908973	7.112421	9.343313	0.987536	1371.967601	1314.807142	1372.467601	2781.692858	14.077114	38.735811	145025.188938	537.081382	270.024607	3622.458984	942.101049	767.623051	6.95866	7.791637	8.072711	7.510562	27.242817	0.984615	153.93804	7244	153.93804	6875	153.93804	6475	153.93804	7426	153.93804	7154	153.93804	7164	153.93804	6891	153.93804	7178	153.93804	6752	153.93804	4838	153.93804	7128	153.93804	7301
elp1m006-fa07-20230325-0109-e91.fits.fz	5	0	60029.703947	2460029.703947	NaN	NaN	2460029.708687246	1.493505	NaN	NaN	NaN	400.115	NaN	NaN	8.127649	7	30	60	0.2408889695845459	0.2272287428342169	0.3127049368932233	0.3276769101436653	0.2116091784176852	0.3215508492215448	0.3057080463005156	0.3729999337870068	0.2711166411978095	0.2602068658605146	0.2506930844300596	0.3328740214941195	0.3058557336636174	0.001234764825166	0.0012091692355686	0.001665560294164	0.0017031874495875	0.0011783007098089	0.0016896679617885	0.0013599532215177	0.0018578637681133	0.0012967430149307	0.0012728027774542	0.0012592624119371	0.0014126129599212	0.0013612195245761	195.08894704071955	187.92137291464897	187.74759340080013	192.3903973241585	179.58843328881287	190.3041641869023	224.7930601313915	200.76818343133863	209.07507353128247	204.4361235453657	199.07930392714596	235.64417921855176	224.69243802455307	446024.44391	1000.650146607973	2436.928636	2398.811477	2437.428636	1697.688523	14.067278	38.618305	107442.368703	153.93804	495.18319	216.974992	2639.920898	697.958534	731.347581	7213	7.369728	8.000337	8.251467	7.749208	22.15411	0.992318	2075.969343	2186.354741	2076.469343	1910.145259	14.07061	38.641371	101349.573663	489.044948	207.239793	2534.292725	658.379005	731.752669	7.625144	7.956678	8.250401	7.662954	18.294967	0.991568	884.281834	2633.997174	884.781834	1462.502826	14.081623	38.592941	106249.349466	496.435304	214.024564	2172.064941	690.208537	746.666029	9.480279	8.642244	8.78159	8.502899	30.561123	0.995544	3717.333409	1484.055873	3717.833409	2612.444127	14.055415	38.71698	110080.931974	496.306428	221.800335	2704.449707	715.098958	719.691681	7.238874	7.842866	8.088451	7.597282	2.587999	0.996054	2411.401401	1636.191481	2411.901401	2460.308519	14.067501	38.700895	94382.86613	481.00632	196.219597	2404.228271	613.122436	726.455598	7.504197	7.938732	8.125342	7.752122	27.252426	0.993451	1529.961478	1025.364032	1530.461478	3071.135968	14.075652	38.767147	108523.662784	497.227017	218.257776	2594.842285	704.98275	737.533159	7.679885	8.045546	8.244507	7.846585	26.731631	0.993107	2112.983515	1334.465031	2113.483515	2762.034969	14.070258	38.733619	136353.26135	523.785338	260.322792	2347.352051	885.767165	732.834609	10.373456	8.826988	8.948837	8.70514	21.126652	0.998609	4000.208904	1008.827008	4000.708904	3087.672992	14.052779	38.768322	121170.499686	511.17309	237.043972	2189.277832	787.138122	745.633802	10.373682	8.823961	8.893816	8.754106	16.418027	0.999645	544.433929	2212.569106	544.933929	1883.930894	14.084766	38.638549	120924.649125	510.805757	236.733137	2743.821289	785.541047	745.604597	7.885471	7.969578	8.200666	7.73849	28.664392	0.988478	1318.586926	320.272351	1319.086926	3776.227649	14.077609	38.843508	116058.622647	504.468944	230.060986	2655.705566	753.930754	734.529247	7.65164	8.076543	8.108565	8.04452	40.861292	0.996966	22.146241	3393.841462	22.646241	702.658538	14.089573	38.510546	111815.243575	502.528833	222.50513	2694.00708	726.365254	740.601607	7.886954	7.971222	8.272907	7.669536	28.812936	0.980073	3175.381374	2955.573464	3175.881374	1140.926536	14.060469	38.557824	148469.950329	534.81422	277.610327	3468.509521	964.478632	730.281381	7.188133	7.786112	8.155521	7.416703	8.70372	0.990155	1371.936256	1314.566472	1372.436256	2781.933528	14.077116	38.735834	136419.133524	524.353076	260.166555	3061.462158	886.195079	736.18517	7.401989	8.07167	8.288	7.855339	28.756818	0.990054	153.93804	7244	153.93804	7149	153.93804	6508	153.93804	7240	153.93804	7277	153.93804	7213	153.93804	6935	153.93804	7232	153.93804	6821	153.93804	4758	153.93804	7315	153.93804	7207
elp1m006-fa07-20230325-0110-e91.fits.fz	6	0	60029.708908	2460029.708908	NaN	NaN	2460029.7136482825	1.455015	NaN	NaN	NaN	400.064	NaN	NaN	8.586542	7	30	60	0.2393645815134625	0.2235613068729982	0.3076625279249717	0.3283795327002652	0.2145984409562078	0.3196557030779227	0.3040028334787619	0.3798691631456199	0.2691565399663874	0.255470798233055	0.246899760754717	0.332216836681728	0.3022239001160234	0.0012311810338162	0.0012017027652872	0.0016496342305074	0.0017044649583329	0.0011835217708968	0.0016829860822628	0.001356991554424	0.0018801502887219	0.0012925567613079	0.0012633786150029	0.001251559955281	0.0014111901414226	0.0013540268621277	194.41867194097392	186.03710778644455	186.50348194480821	192.65842403791723	181.32192092553782	189.93365806575204	224.027063755609	202.04191410882052	208.2357603344591	202.21238130777738	197.27361818577424	235.41606969194328	223.2037698580862	441781.205784	990.8005884759096	2436.823804	2399.152158	2437.323804	1697.347842	14.067277	38.618312	105746.773443	153.93804	489.484298	216.037111	2485.314941	686.943743	706.539076	7253	7.98352	8.135452	8.449338	7.821565	8.857812	0.993457	2075.813124	2186.775627	2076.313124	1909.724373	14.07061	38.641369	98765.183717	482.47233	204.706421	2320.176758	641.590498	707.048019	7.682409	8.048498	8.406518	7.690478	17.482597	0.988261	884.176971	2634.222351	884.676971	1462.277649	14.081622	38.59296	103940.825449	490.340405	211.976873	2021.253662	675.212088	722.893399	10.191071	8.658675	8.852601	8.464749	28.296007	0.993388	3717.331675	1484.415812	3717.831675	2612.084188	14.055414	38.716985	109209.681676	491.437624	222.22491	2625.78833	709.439211	694.972447	7.751686	7.88291	8.237855	7.527965	1.837746	0.99189	2411.349254	1636.611797	2411.849254	2459.888203	14.0675	38.700892	94805.558005	477.672557	198.473948	2284.11377	615.868293	703.167725	7.769699	8.054289	8.366272	7.742306	10.080441	0.99321	1529.837704	1025.80056	1530.337704	3070.69944	14.075652	38.767139	107011.155722	491.769262	217.604401	2404.747559	695.157322	712.667252	7.923904	8.16803	8.428805	7.907255	20.680294	0.992777	2112.872029	1334.871866	2113.372029	2761.628134	14.070257	38.733616	134302.738336	518.331099	259.106078	2257.016602	872.446722	709.793792	10.525658	8.820455	8.952136	8.688775	23.727522	0.998051	4000.188868	1009.160288	4000.688868	3087.339712	14.052779	38.768328	121619.542937	507.842641	239.482732	2106.86084	790.055161	721.26933	10.91087	8.891215	8.981379	8.801052	30.810986	0.998179	544.2864	2212.926207	544.7864	1883.573793	14.084765	38.638551	118908.300771	504.929394	235.494907	2584.603027	772.442606	720.614924	8.615021	8.244211	8.53512	7.953302	25.013907	0.987962	1318.4141	320.628438	1318.9141	3775.871562	14.077609	38.843506	112862.197286	497.440231	226.885946	2423.502441	733.166391	710.246778	8.405269	8.152287	8.274572	8.030001	29.613842	0.996563	22.058075	3394.225025	22.558075	702.274975	14.089572	38.510548	109075.674014	495.855489	219.974723	2462.237793	708.568681	716.362458	8.29155	8.161229	8.538225	7.784232	25.044288	0.979354	3175.244341	2955.914793	3175.744341	1140.585207	14.060469	38.557834	146767.154691	529.45946	277.201874	3222.118408	953.417067	705.204602	7.518495	7.994773	8.409362	7.580184	6.390423	0.98875	1371.81804	1314.875025	1372.31804	2781.624975	14.077116	38.73584	133516.83901	517.838935	257.834686	2880.226807	867.341425	711.472329	8.055895	8.149435	8.368818	7.930052	26.175472	0.992242	153.93804	7035	153.93804	7069	153.93804	6600	153.93804	7131	153.93804	7216	153.93804	7241	153.93804	6956	153.93804	7293	153.93804	6875	153.93804	4838	153.93804	7463	153.93804	7210
