time,flux,err
2458738.778381348,0.9999746600055652,1.0230559155362215
2458738.799194336,0.9947393777935744,1.0230559155362215
2458738.820007324,1.0016974389216322,1.0230559155362215
2458738.840881348,1.0210170892492896,1.0230559155362215
2458738.861694336,0.9966651963594908,1.0230559155362215
2458738.882507324,1.0050045274038264,1.0230559155362215
2458738.903381348,0.9979188183750808,1.0230559155362215
2458738.924194336,1.001692775503441,1.0230559155362215
2458738.945007324,1.0062727566823575,1.0230559155362215
2458738.965881348,0.996632399882076,1.0230559155362215
2458738.986694336,0.9824585573373932,1.0230559155362215
2458739.007507324,1.0051652850993875,1.0230559155362215
2458739.028381348,0.9983446002023026,1.0230559155362215
2458739.049194336,0.9717721396388442,1.0230559155362215
2458739.070007324,1.0166699569841304,1.0230559155362215
2458739.090881348,0.9996969949087752,1.0230559155362215
2458739.111694336,0.9970952825652032,1.0230559155362215
2458739.132507324,1.0483347088088952,1.0230559155362215
2458739.153381348,1.000905851451448,1.0230559155362215
2458739.174194336,0.9925912357500822,1.0230559155362215
2458739.195007324,1.0018482219061928,1.0230559155362215
2458739.215881348,0.9894125992347323,1.0230559155362215
2458739.236694336,1.0037133287283315,1.0230559155362215
2458739.257507324,0.99120333188742,1.0230559155362215
2458739.278381348,1.0085965670298092,1.0230559155362215
2458739.299194336,1.0025318226256472,1.0230559155362215
2458739.320007324,0.9979999579630632,1.0230559155362215
2458739.340881348,1.0044885251511546,1.0230559155362215
2458739.361694336,1.0073108743707082,1.0230559155362215
2458739.382507324,1.013200721941902,1.0230559155362215
2458739.403381348,1.003936266879658,1.0230559155362215
2458739.424194336,1.028822203629121,1.0230559155362215
2458739.445007324,0.9781733555369796,1.0230559155362215
2458739.465881348,0.9767358778707292,1.0230559155362215
2458739.486694336,0.9842227400498416,1.0230559155362215
2458739.507507324,0.9741780847979756,1.0230559155362215
2458739.528381348,1.0065204011325193,1.0230559155362215
2458739.549194336,0.9984719218158368,1.0230559155362215
2458739.570007324,0.9827507012926168,1.0230559155362215
2458739.590881348,0.9833683173564622,1.0230559155362215
2458739.611694336,1.020467251163261,1.0230559155362215
2458739.632507324,1.019022226845101,1.0230559155362215
2458739.653381348,1.0017595457062372,1.0230559155362215
2458739.674194336,1.0045204627845643,1.0230559155362215
2458739.695007324,0.932208013624644,1.0230559155362215
2458739.715881348,0.9076605981237608,1.0230559155362215
2458739.736694336,0.946458893519022,1.0230559155362215
2458739.757507324,0.990336866806762,1.0230559155362215
2458739.778381348,0.9919215172777373,1.0230559155362215
2458739.799194336,0.9925204714753896,1.0230559155362215
2458739.820007324,1.0135702579767172,1.0230559155362215
2458739.840881348,1.0041327454056077,1.0230559155362215
2458739.861694336,1.0028949546384989,1.0230559155362215
2458739.882507324,0.9687180796898784,1.0230559155362215
2458739.903381348,1.000251946613692,1.0230559155362215
2458739.924194336,0.9914682484677776,1.0230559155362215
2458739.945007324,1.0061670722394147,1.0230559155362215
2458739.965881348,0.9938316647010372,1.0230559155362215
2458739.986694336,1.0122301844440198,1.0230559155362215
2458740.007507324,1.0113714990331626,1.0230559155362215
2458740.028381348,0.998088853285252,1.0230559155362215
2458740.049194336,0.988371125168428,1.0230559155362215
2458740.070007324,0.9916881383444056,1.0230559155362215
2458740.0908203125,0.9927634988128436,1.0230559155362215
2458740.111633301,0.9927229501488494,1.0230559155362215
2458740.132507324,1.019056149556945,1.0230559155362215
2458740.1533203125,0.9981690929420876,1.0230559155362215
2458740.174133301,1.0067252735217924,1.0230559155362215
2458740.195007324,0.971587641929045,1.0230559155362215
2458740.2158203125,0.992667456847502,1.0230559155362215
2458740.236633301,1.0079860143712316,1.0230559155362215
2458740.257507324,1.0027241321276523,1.0230559155362215
2458740.2783203125,0.9976250452787448,1.0230559155362215
2458740.299133301,1.0030932357979172,1.0230559155362215
2458740.320007324,1.0100498251224987,1.0230559155362215
2458740.3408203125,0.9896788828744132,1.0230559155362215
2458740.361633301,1.014797501328567,1.0230559155362215
2458740.382507324,1.0132853176348602,1.0230559155362215
2458740.4033203125,0.9777455966330588,1.0230559155362215
2458740.424133301,0.9947420043739024,1.0230559155362215
2458740.445007324,1.0341796080308612,1.0230559155362215
2458740.4658203125,1.0224779727607465,1.0230559155362215
2458740.486633301,1.0146132110410826,1.0230559155362215
2458740.507507324,0.9947519507154362,1.0230559155362215
2458740.5283203125,1.0173374257144836,1.0230559155362215
2458740.549133301,0.9674253372493744,1.0230559155362215
2458740.570007324,0.9939676400238164,1.0230559155362215
2458740.5908203125,1.013076019665731,1.0230559155362215
2458740.611633301,1.0033630874047847,1.0230559155362215
2458740.632507324,1.0057779093270875,1.0230559155362215
2458740.6533203125,0.9758158229478936,1.0230559155362215
2458740.674133301,0.9817821599998812,1.0230559155362215
2458740.695007324,0.9940710052996264,1.0230559155362215
2458740.7158203125,0.9856797205484404,1.0230559155362215
2458740.736633301,1.018005778507645,1.0230559155362215
2458740.757507324,0.9798644660078736,1.0230559155362215
2458740.7783203125,0.9862127354968768,1.0230559155362215
2458740.799133301,1.0071263133379824,1.0230559155362215
2458740.820007324,0.9989718873375464,1.0230559155362215
2458740.8408203125,0.9901228761063928,1.0230559155362215
2458740.861633301,1.0233953870002326,1.0230559155362215
2458740.882507324,1.0084956412242652,1.0230559155362215
2458740.9033203125,1.0138738271990655,1.0230559155362215
2458740.924133301,0.997605436225532,1.0230559155362215
2458740.945007324,1.0108068028951362,1.0230559155362215
2458740.9658203125,0.998645901874858,1.0230559155362215
2458740.986633301,1.0259595144233338,1.0230559155362215
2458741.007507324,1.0254533705987543,1.0230559155362215
2458741.0283203125,0.9805501180730932,1.0230559155362215
2458741.049133301,1.0198665299278162,1.0230559155362215
2458741.070007324,0.9907447961901242,1.0230559155362215
2458741.0908203125,1.0034100505960537,1.0230559155362215
2458741.111633301,0.9860277123017284,1.0230559155362215
2458741.132507324,1.0333339527640728,1.0230559155362215
2458741.1533203125,0.9984503922981804,1.0230559155362215
2458741.174133301,0.9854010795600184,1.0230559155362215
2458741.195007324,1.0191800161526228,1.0230559155362215
2458741.2158203125,0.9793055622831672,1.0230559155362215
2458741.236633301,0.9796171974260036,1.0230559155362215
2458741.257507324,0.9930473653191676,1.0230559155362215
2458741.2783203125,1.0036353090178076,1.0230559155362215
2458741.299133301,1.004687112396851,1.0230559155362215
2458741.320007324,0.9995587319305144,1.0230559155362215
2458741.3408203125,1.0316126787701492,1.0230559155362215
2458741.361633301,1.008552797738086,1.0230559155362215
2458741.382507324,0.9896574908293272,1.0230559155362215
2458741.4033203125,0.9961592390521532,1.0230559155362215
2458741.424133301,0.9989040131423296,1.0230559155362215
2458741.445007324,0.9978782432863016,1.0230559155362215
2458741.4658203125,0.9772317445444136,1.0230559155362215
2458741.486633301,1.0090576527422126,1.0230559155362215
2458741.507507324,0.9824739047156744,1.0230559155362215
2458741.5283203125,0.9756025968878662,1.0230559155362215
2458741.549133301,1.0299860197078248,1.0230559155362215
2458741.570007324,1.0059270404662044,1.0230559155362215
2458741.5908203125,1.0083333282526092,1.0230559155362215
2458741.611633301,1.0033998221094194,1.0230559155362215
2458741.632507324,1.0157711080703138,1.0230559155362215
2458741.6533203125,0.9831027780026764,1.0230559155362215
2458741.674133301,0.980354303479062,1.0230559155362215
2458741.695007324,0.9907737711310084,1.0230559155362215
2458741.7158203125,1.043539129641456,1.0230559155362215
2458741.736633301,0.993755966405932,1.0230559155362215
2458741.757507324,1.01160338078335,1.0230559155362215
2458741.7783203125,0.9913364341663098,1.0230559155362215
2458741.799133301,1.0126457154307873,1.0230559155362215
2458741.820007324,1.000265637678437,1.0230559155362215
2458741.8408203125,1.0131547738069788,1.0230559155362215
2458741.861633301,0.9951899413901166,1.0230559155362215
2458741.882507324,1.0052045588450846,1.0230559155362215
2458741.9033203125,1.0093101985855604,1.0230559155362215
2458741.924133301,0.9946920084594878,1.0230559155362215
2458741.945007324,1.0030472097646894,1.0230559155362215
2458741.9658203125,1.00029790718319,1.0230559155362215
2458741.986633301,0.9891264804818688,1.0230559155362215
2458742.007507324,0.9946532280620674,1.0230559155362215
2458742.0283203125,1.014470096115242,1.0230559155362215
2458742.049133301,1.0196562113210514,1.0230559155362215
2458742.069946289,0.999448546004969,1.0230559155362215
2458742.0907592773,0.9960696985643176,1.0230559155362215
2458742.111633301,0.9729403010217036,1.0230559155362215
2458742.132446289,1.0030115165609033,1.0230559155362215
2458742.1532592773,1.0312065245343465,1.0230559155362215
2458742.174133301,0.9921557596449336,1.0230559155362215
2458742.194946289,0.9823230911090366,1.0230559155362215
2458742.2157592773,0.9951058209495396,1.0230559155362215
2458742.236633301,0.9889533556169754,1.0230559155362215
2458742.257446289,0.9938070123882032,1.0230559155362215
2458742.2782592773,0.9655506453058816,1.0230559155362215
2458742.299133301,1.0006177140545964,1.0230559155362215
2458742.319946289,1.0223675957945142,1.0230559155362215
2458742.3407592773,0.9985385279136196,1.0230559155362215
2458742.361633301,1.022624160227998,1.0230559155362215
2458742.382446289,1.0171033966898864,1.0230559155362215
2458742.4032592773,1.0063877002582389,1.0230559155362215
2458742.424133301,0.9766793796195946,1.0230559155362215
2458742.444946289,1.0115548632317888,1.0230559155362215
2458742.4657592773,1.0127659224334618,1.0230559155362215
2458742.486633301,1.018290988884513,1.0230559155362215
2458742.507446289,0.998536679721677,1.0230559155362215
2458742.5282592773,0.9895452092746652,1.0230559155362215
2458742.549133301,0.9880627954130994,1.0230559155362215
2458742.569946289,0.9953879819533564,1.0230559155362215
2458742.5907592773,1.013175609590823,1.0230559155362215
2458742.611633301,0.9964193142391023,1.0230559155362215
2458742.632446289,0.9973290354116714,1.0230559155362215
2458742.6532592773,1.003415701126673,1.0230559155362215
2458742.674133301,1.0022832087960598,1.0230559155362215
2458742.694946289,0.9958818131315248,1.0230559155362215
2458742.7157592773,1.0229598365297154,1.0230559155362215
2458742.736633301,0.9893593339857738,1.0230559155362215
2458742.757446289,1.0233235395318143,1.0230559155362215
2458742.7782592773,1.0092763960049738,1.0230559155362215
2458742.799133301,0.9831444189121188,1.0230559155362215
2458742.819946289,1.0175221246169184,1.0230559155362215
2458742.8407592773,1.0078568871701572,1.0230559155362215
2458742.861633301,0.994499143704288,1.0230559155362215
2458742.882446289,1.007112355243399,1.0230559155362215
2458742.9032592773,0.9815802186728648,1.0230559155362215
2458742.924133301,0.9838269059818854,1.0230559155362215
2458742.944946289,1.0053711755034196,1.0230559155362215
2458742.9657592773,0.986211063882176,1.0230559155362215
2458742.986633301,0.9740558567460113,1.0230559155362215
2458743.007446289,0.9270895919357856,1.0230559155362215
2458743.0282592773,0.913215149353696,1.0230559155362215
2458743.049133301,0.9329887971592564,1.0230559155362215
2458743.069946289,0.948392409941676,1.0230559155362215
2458743.0907592773,0.9867134378138388,1.0230559155362215
2458743.111633301,1.0214263123180878,1.0230559155362215
2458743.132446289,0.9864461137261512,1.0230559155362215
2458743.1532592773,0.9988817950874184,1.0230559155362215
2458743.174133301,0.991487755128428,1.0230559155362215
2458743.194946289,1.0210844656702829,1.0230559155362215
2458743.2157592773,0.9759366869676076,1.0230559155362215
2458743.236633301,1.014036713977385,1.0230559155362215
2458743.257446289,0.9951851345144044,1.0230559155362215
2458743.2782592773,1.028019220994865,1.0230559155362215
2458743.299133301,1.006725249108305,1.0230559155362215
2458743.319946289,1.0219446560048164,1.0230559155362215
2458743.3407592773,0.9885539916308502,1.0230559155362215
2458743.361633301,0.9976748295270176,1.0230559155362215
2458743.382446289,1.0123237000131302,1.0230559155362215
2458743.4032592773,0.9934832624767272,1.0230559155362215
2458743.424133301,1.0143123968212695,1.0230559155362215
