BJD_TDB flux_star_0 flux_star_1 flux_star_2 flux_star_3 flux_star_4 flux_star_5 flux_star_6 flux_star_7 flux_star_8 flux_star_9 flux_star_10 flux_star_11 flux_star_12 flux_star_13 flux_star_14 flux_star_15 flux_star_16 flux_star_17 flux_star_18 flux_star_19 flux_star_20 flux_star_21 flux_star_22 flux_star_23 flux_star_24 flux_star_25 flux_star_26 flux_star_27 flux_star_28 flux_star_29 flux_star_30 flux_star_31 flux_star_32 flux_star_33 flux_star_34 flux_star_35 flux_star_36 sky airmass xshift yshift sky_entropy
2460075.3921615384 94272.68841984376 1977147.3583703407 389294.1049197242 350925.4307991015 188527.59712593447 81627.37865381662 38282.79735844431 32683.31698547167 22953.787840742996 17378.255000670877 14027.471739964705 18226.267646620196 8491.213915996457 20571.353557563474 12478.734638247202 11543.780100517353 52461.36293637447 8635.117113186483 16557.89165611693 7231.228023766831 5483.019624477078 4380.782074341725 4065.338883513701 2506.8632089836465 1797.1117827373382 3555.4884309614717 2283.163358030637 25067.902057689353 2584.4642730344494 592.5530029148504 397.0052753020427 8987.73327391874 2428.278768936929 3950.5843917835155 -101.20230293093482 -42.078863063652534 902.7393263746926 9.551455659947973 1.011 5.830193223176489 -5.14484790409396 6.847908408713306
2460075.392773587 96937.4006743618 2041479.8608708656 401631.0170052193 364395.02053923043 195495.70738079448 84884.81210355612 39523.20674539186 33804.7221563675 24647.107277338655 17375.650904802867 16181.091712499707 17394.48748410298 7808.863489137875 20642.11735001576 13088.187744878669 11479.889335569285 54082.48502392872 8023.047138374794 16749.894631591742 8491.3009627547 5704.4465763576445 4822.0600774225895 3798.418637762574 3350.9139314141357 1535.8612258521025 4014.3499626074044 2869.34700599825 15858.190562795207 3013.3033285926213 366.0676498216344 1136.5479596972 10428.177793550072 2405.713733450277 2550.8662504624226 959.8218226910103 986.1481361814949 720.8709658417501 9.404680388850155 1.01 9.134630346962988 -5.434477989958888 6.714980126749275
2460075.3933856175 96141.62817524551 2028294.1708711889 399208.1500559276 360447.02949284663 193979.40027124976 83570.56903645009 39846.00253505746 33132.47730872611 24376.65626121551 18230.744459571695 14980.355240172852 18113.109843068843 7747.895426034607 19201.587389198598 12916.556581287907 12144.965886361286 53501.465978625376 8034.999756399862 16001.327453422651 8182.2946877216455 5559.131676145364 5473.828585939453 4301.1805042605265 4196.724727090448 1805.0084324667405 3651.683334263944 3424.3773362417414 13108.54924913132 3150.7153176824213 1615.1174159570073 747.15817891591 9747.990222086984 1631.7550578171213 2784.0773077363556 -111.36232581958757 512.4261758040229 517.214129166241 9.367119318924255 1.01 7.319529459732034 -5.108831161819666 6.761095475649405
2460075.3939976487 93678.80993514234 2010105.2392317038 395551.8923413759 356065.1559706737 192099.3149515436 82424.4056000364 38899.41335576953 33436.02069755012 23867.06724266638 17413.69164860391 14142.107048282604 16617.417349303956 7732.340312140586 19272.007078272785 13695.408241407247 11299.538411878719 52798.3388090778 7670.319434997422 15667.632277074532 8157.315468371642 5377.851731067436 5810.777337290696 4294.774468092015 3125.1351902832685 2300.9996244119247 4230.086407534429 3702.6559280813963 14894.282113543682 3221.84536685652 825.8887775278126 1476.1953209089406 8792.596911940956 2873.572974862618 3054.9123619973543 39.80037209461443 565.4766485628497 2.0570265220012516 9.348184632678054 1.01 6.457581658309674 -4.666606070378189 6.791904708168933
2460075.394609727 97609.72852692951 2037973.669799573 459455.80332010146 361849.24376397737 194687.23738020027 84632.48027690343 40322.848359757714 33695.52444532249 25154.29082091956 17683.30059557376 15583.423315714841 17807.666508341412 8290.862529222708 20094.659876576945 12228.843612848577 12638.469718770473 50494.61842968303 8993.808791336953 15662.26034715175 9251.684433474438 5569.189389627718 5902.591188954713 3613.5633908695017 3419.0066824011737 1796.4131958819926 3693.9545117981907 2561.1365532318014 13354.271921956737 3123.2410771474824 639.9954151133425 1342.3143672799633 9462.165628616349 1644.7129180992779 2328.611935985362 579.8698458726285 -62.15115610329667 1951.006568002893 9.44200295480476 1.01 11.625967355510065 -4.6434883223199295 6.685208287507183
2460075.3952216795 96500.61885627074 2043947.371857174 402589.7497993476 362911.8753958847 195076.76062646878 84935.5972604817 39113.549283173576 33786.89297010546 24390.13223731774 17326.110332110053 13786.088769941533 19303.54574399875 8225.681274443778 19470.848906280327 12592.015100861609 12295.713182981533 55605.07196734325 8540.946451066644 16179.524156401778 8660.694244606479 5454.072208277561 4941.328349773277 3115.4395336459565 3640.9657394526876 1310.4606716221315 3731.638424631208 3175.9034309857525 11443.919354467216 2814.8538607872615 1502.9912446420349 454.5014174247917 9576.928216012922 1432.9607769735157 2740.831691272353 934.0405577778001 336.2576599015738 1118.6506043169647 9.431330638869282 1.01 9.38776439506258 -4.8591900844348475 6.604284789333889
2460075.3958336753 97960.36384221102 2059421.0969835403 407257.14307615464 365814.7150092748 196787.65616773532 85006.31162133609 39698.57832345547 32768.35467901535 24553.63602305716 18545.707865408214 15350.778115459747 18009.634320987272 8438.893253981776 21109.360225384735 12206.938334354403 11965.252534295985 58175.062897510856 9347.797693389322 16324.918510400807 8062.790695901 4696.087632615992 5669.057392685529 4188.851680239255 3912.4627564013063 1792.3011521984008 4081.171783626807 2705.9350066470797 11538.51113063618 2684.537861175515 711.5505186518712 1451.7130294613016 10170.834657124331 2217.4905133118737 2814.029171775357 381.79824329566327 1164.9058474310732 179.27664088716847 9.420089155375923 1.01 2.4358083943233737 -4.6539279521654935 6.411207468820284
2460075.396445595 99769.28656678606 2065328.2467971272 408009.67653644003 366235.74589193263 198461.67954919193 84930.57190670213 39559.2131735686 33536.64123674866 25207.455343988404 18269.764951530204 14651.012840453972 18566.758370725234 9379.618174674019 20767.75346863098 13312.1619001457 12473.22335882386 58824.688668119285 8886.756543517899 15958.958374985843 7555.226521401928 5162.087183028343 5296.959400469816 4704.158173511125 3052.940068247204 1649.1615749061166 5380.8703822362 3410.365969970968 11271.294546156423 2516.730855977279 1182.3127978916164 1236.8597536233428 10419.176899727434 1975.741641822824 2958.7822170418513 816.5766986681556 421.2073779919301 416.40674687566934 9.425497265939713 1.009 8.846660450207443 -4.641973880155082 6.446755280260902
2460075.3970575253 97686.69174469475 2042715.4805659605 403158.14181418496 363930.7591694582 194680.11082851616 84089.84412825177 40489.843195611116 32847.647939994495 24647.117088035797 18075.63326290337 14693.240676908463 18616.82112117688 8485.82223823102 19583.328448936052 13609.508197087212 12308.397197044367 55590.30326676171 8733.219796418183 17174.288078933372 8935.53430778603 5319.419996015931 5214.88927622803 4094.613301817648 3737.1423458437494 1618.5273653339827 3622.487846290809 3247.8554627404374 12369.172000180522 3596.1286669903493 1186.2636069407163 1332.9683780769992 8987.030131708336 1744.125661561935 3102.903342700971 864.1446077601868 950.8550012001069 832.9603986166476 9.393667393560577 1.009 9.22621063433318 -4.468789782293641 6.593216707321592
2460075.3976696697 97385.86627939393 2040548.6396015615 401606.7361716916 362931.6898431517 195146.70528375162 83683.74302737677 40026.313770864304 33491.67629020932 24311.411506672797 17429.03021241448 14407.884170491423 17615.645912443666 8546.150194903661 21065.682239946094 13231.671116088924 12223.841263328213 56064.63771632896 8098.1223692807835 16940.24909903659 9935.33231281626 6102.988567297289 4402.273524443444 4021.323469517636 2761.5570704682905 305.1938652382232 3788.592548003013 2648.202662404161 11906.279380461696 3705.2704811910808 750.4321610789921 1937.924254311365 9918.589281371213 1908.5387798128359 2074.9565457155695 1412.9800908342586 535.1829044778424 -449.08492437098175 9.328275344676259 1.009 6.957022433987087 -4.233023888683543 6.499877338298886
2460075.3982816683 96447.62540093166 2040816.924358127 401850.74855872936 362277.8156224471 194614.44660333535 84110.33098949681 39921.948970717436 33302.943299195555 23338.01356265144 16627.452896353963 14049.103309727274 17895.4385128688 9093.186814779125 20689.31241201423 11734.949324827612 11712.800342727627 56201.553891952295 9857.751687942422 16728.114160229074 8678.886485570809 4403.974980160012 3854.9123137564748 3225.5752413658483 3330.9141905071738 2140.377667148161 3611.274381891213 1992.9875039996405 11802.953471908695 2982.659787229175 1834.429560449178 865.9043842611136 9291.009397851827 2159.5744630127156 2578.060238801845 1213.4698080917005 88.99982107052347 -659.6874171393865 9.321377371935752 1.009 8.11073397254907 -4.1183878572750245 6.51600488805924
2460075.3988937987 97113.01255884062 2043202.9702228792 402377.81677517947 364383.79759967054 195036.635209115 84041.42927478248 40117.590418399195 33807.689863842184 24909.86617292947 17861.91425704697 14187.364622494031 18289.447761273914 8835.6468684797 19596.988071562955 13072.685101261071 12094.18163556137 56306.46853223737 9787.51027065632 16661.538609931886 9349.646419567493 5463.124469892762 5684.377546367672 4366.266008386476 4060.7350686840073 1664.509347127605 3898.5203916214523 2390.2473921377677 12713.783594798093 3967.5655779438093 1025.229017699312 412.2240748591139 10771.939069405751 1748.3355114506849 2788.2271582710673 889.7494111929846 831.4459360983747 755.4968156120449 9.323231798673984 1.009 7.560645647248815 -5.259743933224286 6.476376584712196
2460075.3995059766 97141.54380148492 2041829.5189033477 402902.61282730167 363078.2808775464 195001.66299417266 84928.19443784707 39388.88938171376 32871.95102692075 25589.819411440432 18158.033564496465 14879.83654806955 17639.569549127045 7698.322615561716 19699.2204655589 12941.020516553195 11378.512071432924 56815.31828668527 9294.961550302512 16760.682343803026 8280.747325155477 3969.219897487521 6417.467383908719 3693.3141902191564 4417.659381373087 2065.18826070425 4104.835749152146 2393.0696833346738 15235.638530207769 2385.450494878576 1731.7226494180504 1351.7535277692077 8909.705126643676 807.3529358324886 2985.2338837028365 1339.2824961160659 828.5804322998738 -122.75608914450277 9.411222292181593 1.009 6.205308937897239 -4.680870636926225 6.529378631804604
2460075.400117929 97596.41318692834 2049989.4882771298 403767.46216072486 363980.7504650477 196514.53040593752 84625.38942761775 39440.85260926539 33358.564725514414 24670.85211465886 18352.71451956249 14888.972225072794 18268.9077450255 8662.12922162551 19290.640840643 13333.115152928338 11477.456335112132 54595.48502000881 8735.558722153684 16008.421055726038 8895.641551293957 5783.276980080729 5249.4300905498385 3998.481376748765 3412.1196668199555 1437.3159470896062 3959.1304470233445 3207.9345225089637 12771.716480174277 3367.495480939164 2180.6258832570165 998.1618226149585 10284.307714126247 1576.212588007009 2870.232847315521 890.1116757777345 1050.6712565406924 562.9520333437831 9.50660186212282 1.009 8.905134051707828 -4.39662336909088 6.611301919280092
2460075.400729973 98166.97595684233 2058110.4490519117 406454.7591806355 364703.700620454 196495.4246747521 84791.2404690937 40491.45473677138 33806.100959011936 25349.15936294946 17896.918733450933 15126.866323606431 17869.055182512908 8567.202093691565 20134.28299064256 12762.762976288388 12921.993282766925 57703.24960894685 8773.068562559143 16186.602941988298 9111.640762777417 6149.161820339243 5064.311659913743 4621.413037765626 3578.511389669089 1195.8302320274233 4727.057895313628 3139.4480346149358 13490.5960791978 3799.510736595461 1460.6395829170942 1329.0503393102263 10172.549573727098 1572.433593372436 2034.733637814672 1222.7481012078642 1220.9842744884954 332.45265449630097 9.501578232095477 1.009 8.981522163105486 -4.301635502626908 6.5062986039141775
2460075.4013418253 97019.13159817146 2041545.8416776794 401256.2394164764 360916.51595286466 194484.29003240305 85646.67062208455 40340.44478741521 34015.17589956123 24393.487865816598 18245.71716419261 13729.586892799562 18530.290672069852 8466.676217050612 19872.4509618569 12056.056098237575 12066.898725277017 57764.02930351076 8891.226693970268 16220.726770080335 8660.16519583785 5772.922840759362 4592.372718633676 4121.219283064507 3699.715002621495 1271.4960718216898 3368.4166098558344 3800.0712012736476 12658.881151271635 2655.477018067555 1390.5389552911802 1150.8265599445149 9501.664007858839 1350.1387636419095 2655.5175577245827 1465.4169901835849 -631.9925924701383 -292.74164181912784 9.456572340153933 1.009 7.0152642959536236 -4.244383481121503 6.695417842191627
2460075.401953902 97656.40704771143 2061820.5543697642 408313.68328706676 364789.12473788264 197053.46153697016 84856.44070914801 40752.48645499756 33299.74971123508 24383.980423156492 18167.103939836205 14925.152972214855 17613.423194613395 8748.339566102775 20897.191550496704 13617.608527972916 13058.306052368804 56616.97332242067 9635.837343904248 16712.420018414734 8925.36360818107 5257.761242784065 5817.7647300014505 4963.84070235712 4129.056132187572 2078.0421612200735 4009.177511225571 3355.1083950160537 12606.046867341443 3924.709960503329 976.1778448452533 759.3971583781822 10278.311339718231 1129.1960454882064 2417.3216356923513 -60.2808024007536 805.2692676768347 1298.4892133220856 9.454810834381474 1.009 5.38612560045748 -4.24246161474225 6.493056301876563
2460075.4025659566 97034.82920749535 2044645.0488059807 403934.61411415273 362454.94866279827 194296.4214924623 83961.84089222344 39805.07139389703 33675.57404297838 24450.87362956049 18402.50369348374 13584.369336798263 17958.382371106243 9258.194296674337 20911.557917426457 13042.994209516997 10770.40247273352 59110.9484548998 8794.24087199173 15830.853129111638 7787.837124497455 4647.110234265798 5008.556792406278 3829.099986907124 2326.0051192304527 1954.062169894838 5337.977891569753 2598.5009267335117 12809.95861209085 2848.6576763612684 1162.2918603523867 1835.3376166058297 9665.456370378059 1676.5295213049394 2207.8501741590735 948.4414128336648 739.5592073867156 814.0839101636084 9.592015471760705 1.009 5.730455117236791 -3.7772481538021907 6.519804620340388
2460075.403177958 96202.9291350574 2017775.9352389532 397673.6104464961 358122.7885651904 191581.09298453166 82393.35394866357 39798.10929772598 32946.34637704154 24702.596590773814 16868.353951945464 14773.949199691648 17226.056546146283 8435.568319656682 20400.25399292857 12078.176501968119 12363.436828429432 55840.9952983502 7891.689887038723 15905.036509965139 8915.763490591518 5515.187933618639 4554.334445331537 4359.508149471658 3689.956718750589 2069.8457037896733 4070.1932966781023 4052.546058265667 15843.209562566306 3011.7881519385264 1619.0937988751975 1984.3700996623375 9664.802847956045 889.6228745522967 2269.8610613330093 1028.6464736857451 645.299522141373 -403.62688376836013 9.687824990073272 1.009 7.766543523620584 -5.6614893143428064 6.6442253082510945
2460075.403789963 96204.89296512009 2010363.2496812344 395308.711572163 357609.6632023211 192202.86908218803 83015.61380112349 38688.5860544453 33536.84930282339 24685.124573852052 17209.81432007838 14711.294284297357 17518.00041637165 8689.734688645054 19632.314411237137 12722.318370688561 12069.911752893793 55821.10502445971 8162.893560330005 16415.445197999128 8784.558538264799 4894.924690442218 4099.673527367326 4027.9405834217905 3160.881914912141 1982.651316116826 3864.8055859213346 3110.805612232216 13335.402709503222 2820.210117541923 1808.6954943314486 243.3737934222736 9456.840408239834 1793.9807318399544 3085.692062450369 548.7870163872722 758.3352712013002 806.3950598926458 9.670311855042373 1.009 6.8491133255642 -4.088211620371699 6.555672789926778
2460075.404401986 97028.29831791285 2028620.81579421 400554.06049181166 361036.3736360618 193226.23301956756 83823.04140213877 39543.04969436419 33433.60018792629 24423.82826778284 18112.842843737977 14813.336789347028 18139.19971796032 8922.031420082494 19769.431104235904 12717.649999093555 11949.346296869626 56784.08590320143 8600.231481357187 16127.035058099893 9712.046114216617 5411.003705654439 4802.342856305535 4175.344633782399 3514.4154678454506 2889.0034313265933 3899.0461526326544 2806.146757191833 18702.10740861681 3628.007829917886 1769.6594680766866 1491.6056029298052 9925.589427825005 1247.5038261154841 1862.233388316905 118.69021002060617 900.26996847603 399.46430843582493 9.628159846097923 1.009 6.179083578550139 -4.428013371179371 6.609310897333054
2460075.405014116 95574.41526625838 2023382.9309579304 398467.7995009201 358384.174372624 194810.30394012044 82847.36896007563 39784.249061061884 32798.432933712436 24534.10788004537 17764.58282178943 14834.240888266999 17102.790205766098 10027.33915297917 19402.71816911848 13381.403347271174 10693.98642697581 56280.78392928504 8746.902348308213 16289.619806952687 9212.455261169845 5981.864209557389 5321.150423873012 3940.4710483506788 3433.171006474964 652.3920061363315 4444.807817706023 3535.4488937018905 22602.325181645312 3114.5698115475534 1688.4013070648653 1350.5588498155703 10558.052220933983 2342.394897953607 2446.003393818566 381.24017809683573 1708.4461689512827 -450.44844940683106 9.706334409545876 1.009 7.1487048610198185 -4.136823769279535 6.688640362459915
2460075.4056261685 97310.17948862453 2033742.447200652 401942.63894078584 361576.9023591254 193343.1173051646 82366.97033563169 40225.4376493076 34432.738533966534 24990.696559788863 17347.162910023035 14908.799210506084 17123.884499695356 8908.933679525158 19894.545264914574 12854.168727284821 11071.963048019825 53586.869571075484 9154.43695096238 15757.330415439443 8362.693526446383 5039.846169279917 4367.186253968481 4302.867578818958 4398.549775167921 1690.3183658793278 4733.185486815521 3293.401364535064 17940.404991796793 3286.4732023317774 2173.170125717763 1000.2510453918367 9767.069767533976 1866.5859842250065 2084.8826508155908 704.4185772327182 -200.21373153239256 297.31853102860623 9.723522169238391 1.009 4.662726656537832 -4.16146738991021 6.757248119216165
2460075.406238189 99045.64552917611 2069859.101074341 409011.4441594818 367714.4191964606 196922.87952115512 85076.91947755209 39868.5489912568 34392.210755822685 25294.5484269397 18191.610537229688 15267.625220637332 17384.832358010724 8554.998219624831 19900.647905050544 13103.000305534311 12499.931929273123 56450.75913949864 8461.302026459889 16285.440843907621 9127.643320706498 5646.1975968117185 4446.217974209692 2965.896569077013 3144.826827475161 2258.6213144996145 3839.2626764761226 2857.412386567099 15350.14157527368 2735.101232149522 1035.9283517581061 1557.7795151887403 10136.667640326312 2050.9529290614882 2904.2595623169327 769.1350282609928 -183.8759702424286 -241.21996548218885 9.833057206688178 1.009 6.94173691265802 -4.6407298422055305 6.587923213641608
2460075.406850259 94698.78502890834 2009863.913781037 395274.85205128987 356312.1781197274 191800.1594854074 83594.94503233681 39719.281682684144 33227.93347288249 24156.611935162306 18816.85071683515 15392.788485481607 17812.68734077955 7942.655172520521 19536.350717010966 12259.53833916306 11215.489022643858 56476.61027273617 8564.799502374779 15739.862493388937 8066.363474378188 4740.846695026383 5048.536300651642 3932.8201962022285 3857.5072704486374 2763.4961340925656 4798.346165440278 2965.2479174030013 20950.706572278636 3628.612959593127 1783.7851629969955 682.3461001985997 10484.63800575686 2089.9896632575255 3284.899100360577 1951.79260509272 1089.5127005256654 -326.08938609977486 9.905438084951536 1.009 9.96691083362206 -3.7537857612046914 6.709666138543601
2460075.4074622863 94952.07941675547 2018222.309744884 398828.2156165321 358728.97659086296 192051.87130737328 83948.45836719024 39409.73338124383 32669.996313679905 24375.249294982612 17536.313900742534 14420.648079724575 18018.71141877584 9652.857436896331 20902.34989775144 12695.119289074559 12301.07747697609 58168.61780438988 8185.955887207383 17246.610143611586 9031.059513893299 5251.928397992859 3874.5196685460687 4254.557387637906 3327.5149128381745 847.025166691863 3195.4072228388686 2646.693366863474 15932.807471484266 2942.178422039724 1576.295469027973 2025.8468244403193 8455.18151367383 1789.5871494677558 1988.3675372093858 1058.230946058553 -860.0427040652139 600.5244175119733 9.912503372485732 1.009 5.593174357362604 -5.296316710509122 6.600709330574495
2460075.4080751403 95868.42275569288 2026608.1770422107 399447.74580021657 359999.775165837 193681.29134140626 83441.87050469042 40399.9672637413 32989.00250631248 24964.376649447833 18373.509901218116 13396.02100453939 18609.469892030524 8843.382310404879 20217.267902468884 12104.034539164131 11298.653404273588 59055.61214394527 8786.775462178863 15866.743308624282 8349.07070363246 5814.2835575187055 4630.986344604869 4590.221637169132 4127.870218124794 1764.0412388675904 3613.8688569051446 2862.471774091013 13104.959328675555 3080.9406403089524 331.38070348481415 471.2904239218624 9529.1448540712 1985.3623993270448 2000.5549409088271 366.0534631203045 136.5985644083994 -120.67473054651055 9.855851764280946 1.009 5.222154199163839 -4.5179117765122685 6.4636253206083625
2460075.408686979 96379.86939363659 2017263.5571360835 397589.0741475183 357028.08753232786 192930.92147747398 83183.23435278013 40741.30893026525 32913.67819683824 24475.418902334524 18069.331359335658 14737.279238436138 16743.397403601004 8423.318603863096 20815.450814810552 12452.61900048767 11579.38990063686 54194.75128108307 8731.096764588438 15789.870049158199 8474.181027035927 5065.857769103226 4741.257598333032 4289.426238866523 3463.1788607999333 1325.4223845055094 4493.006359033054 2876.3209388968535 13019.805264595401 3116.382283484214 820.5414855438576 1110.2301072931732 9909.819820557284 2016.7892390875786 2567.295366395265 1421.1244075344002 497.676408346626 1304.690602728806 9.797536538312206 1.009 6.711924534977395 -4.551192566499519 6.589127959891133
