BJD_TDB flux_star_0 flux_star_1 flux_star_2 flux_star_3 flux_star_4 flux_star_5 flux_star_6 flux_star_7 flux_star_8 flux_star_9 flux_star_10 flux_star_11 flux_star_12 flux_star_13 flux_star_14 flux_star_15 flux_star_16 flux_star_17 flux_star_18 flux_star_19 flux_star_20 flux_star_21 flux_star_22 flux_star_23 flux_star_24 flux_star_25 flux_star_26 flux_star_27 flux_star_28 flux_star_29 flux_star_30 flux_star_31 flux_star_32 flux_star_33 flux_star_34 flux_star_35 flux_star_36 sky airmass xshift yshift sky_entropy
2460075.3860414065 96165.4419768549 2013622.6167277775 395404.40901574306 357392.8920574761 191202.7346148368 82579.96958755411 39455.062831956195 32487.68025931454 24693.644714098715 18061.630130709644 15197.119619076228 17459.93929019387 9446.585347824846 19074.824202958058 13454.283949056407 10997.656089008524 53950.54091750525 8006.7602696977265 16015.439021262137 7786.265839956701 5374.627122409554 4974.047195872961 4004.9563945951522 4253.721476170787 2059.047115454887 3272.984652303072 2967.574679769139 14937.58707521041 3582.520170768141 380.35246804656344 1301.2733871405362 9665.954158906388 1471.48792545998 3665.9181356166955 165.22467417814187 915.1185096522386 -435.1395826456719 9.73465625660832 1.014 0.0 0.0 6.762197176968679
2460075.3866533004 96339.03311236628 2020483.6045574 397137.4251916829 358055.0080067202 192602.93470047883 83263.58250795095 39469.55600266042 32799.66218009856 24237.005347588507 17617.285229034023 14853.841639977822 17851.86106999975 8607.112956554221 19416.302095317456 12305.75550859861 11032.960383310972 52554.43305325371 7741.559148256027 15921.686702945968 8492.445380673162 5307.775170887064 4849.102711861167 4624.327220810374 3318.8428846739116 1982.2926568460825 3519.087900564162 3594.253622855147 18373.776866918313 3412.0399205547583 1984.1882742411399 1520.9197491198138 10315.285726596427 1819.0428225247597 3015.416309075168 1027.6640638153767 -219.3959462591156 -376.2449453714071 9.737463181920349 1.013 -1.1418843283389133 -2.0520008187592205 6.723542417882012
2460075.387265376 94697.33733432033 2005221.468597796 395168.4267959045 355069.9736992401 190877.48424795677 82994.62449578484 38576.91836483913 32465.906584031443 24402.59113857575 17640.291242482228 14312.444111184159 17786.72799850686 8160.464141505188 18652.764762368635 12043.788564020768 11363.65859671586 52135.39040127827 8640.882208764058 16795.70686833735 9154.01805663851 5389.23250361628 5309.159815808351 3631.534851618664 3784.59099511549 2226.4968296822626 3942.8402961594693 1472.3735929029644 21529.621393180278 3116.262865622557 1422.7759211522934 1801.4605328264006 8676.351777048025 1258.878310242464 2923.324623838649 1279.5142759954615 332.85847608125187 660.4451508508355 9.722796422128685 1.013 6.2396971629339175 -3.18716727035518 6.817191290204039
2460075.387877376 96702.32090566121 2032379.2695542986 400512.4874511755 360789.9863179487 193399.18057201916 83951.51996300567 39227.20267897664 33782.984178490035 23411.361420392524 17406.865122610674 14327.306957876135 18749.67025574579 8888.937117779104 20037.102206246345 12747.402222597448 12662.79490234892 51955.04910061168 8639.08799025588 16682.59267302236 9045.875879058236 5512.417536686349 3874.009773953934 4340.035969598452 3740.8465002501325 2534.882816799858 3603.3143183527573 3451.9567462679697 15489.072072626674 2425.660771754774 151.29646886346745 715.7272634985566 9432.933733020007 2059.220751363493 2310.7442494441057 935.5231500039226 829.7872780025064 1525.8577459031658 9.73513995946133 1.013 4.106583016984151 -4.931593845562825 6.731950410163191
2460075.388489298 96182.52970185544 2022103.8187623098 399768.109295342 402391.8877752832 193960.31906601432 84758.84186607966 39344.590140463784 33510.82829603471 24475.476028431352 17560.67945650936 13671.189337686461 18009.636623744882 9337.219173560181 19644.630385918717 12789.857252665679 10488.496771105682 52797.58874660198 8376.390304032626 15690.860288659576 8284.83630122873 4824.690383990295 4321.311916703737 3855.5727128372528 4968.793187160132 1203.9537747633294 4382.237321561115 3212.3016026607074 15162.376414384693 3336.728496371914 1175.0237979764643 1363.4675130012038 9559.84905601415 1624.2003033520596 2597.374114634469 980.4144341973588 531.9043741460482 60.31561740252073 9.680658186834272 1.012 4.166827496416583 -6.296303826146915 6.7154749057748235
2460075.389101261 94506.9174055192 2003322.4355017662 396904.89366660913 354341.46295131545 191550.72477807023 82896.93802581684 38849.032165299315 33114.95837181853 24542.35759576052 17624.613458585227 14687.570043089334 17391.303381923062 8277.097243710305 19030.658674238482 11782.460918551194 11092.062740005553 53300.81811306084 8593.044945506292 15649.989100998151 8565.41930482912 5534.06001113815 4412.579040184704 4495.4347609507095 3929.6204651992884 1523.7773087951646 4223.313553870714 3095.0000746733567 13333.656390835851 2841.752665100299 898.9983592035715 1651.3407321398263 9399.87408659287 2466.9684825563454 3187.1312711886712 568.3274979644048 332.97573789412854 217.4962871086609 9.63929912503927 1.012 13.386622122375599 -4.694803864959785 6.89672518265778
2460075.3897133404 86459.72782798795 1820139.2182730963 358078.7006454689 324227.1890549798 173643.8670018968 74932.01694618384 34765.82650632909 30555.792492477136 21696.4552544443 15677.249320810311 12785.247500032303 15673.227835209167 7732.711675242725 16823.189562399406 11294.264019449474 10622.05008669605 42480.27978950337 7642.472600888315 14078.666016284085 8213.707346224313 4950.693559747626 4435.768695064646 3652.6945587751397 2959.5737340631895 1628.0149529866467 3638.859724327951 3642.752172473178 9849.472072972218 3122.0623522352835 1015.9742456539534 875.7909492559847 9339.75326101025 1798.3260769475892 1954.7853280525596 121.80848373830668 159.97752505040262 239.80785454093711 9.68129414383552 1.012 5.183493293433912 -5.338441231218695 6.896288886479148
2460075.390325376 89483.21789340407 1939980.7795028822 383219.7158266818 344866.8551898572 184072.5331607417 79185.68821783343 36841.32637009004 32357.966158732423 23956.628520370083 16051.865681313007 13546.840192467178 17187.819337667082 7857.2195852105215 18041.737494077417 12856.053299051622 11856.710073156952 45546.463518915465 8858.373162312404 16126.187610394903 7629.640658029704 4917.2866955840145 4118.489071443124 4525.122295350418 3749.112843607698 1130.5800396524137 4039.0130361973133 3282.023231640371 19890.794526826532 2060.139322096453 533.2157140679192 2010.5766634979518 8762.047881177743 1533.39487624116 1834.3700479161926 868.7550328086363 771.7577031462279 1007.1974470881396 9.696028374072053 1.011 4.583697292542581 -5.145876859796981 6.914733134413048
2460075.3909375384 94441.65969383673 2005655.1410755515 394797.53958722285 355799.26500991004 192369.41656864205 82956.91001870725 39132.039578828 33001.883818351605 24305.01229244421 17376.365141545073 14363.205251865438 18443.184447122592 8598.356942313461 18189.853937895503 12310.798539764452 12527.647869954904 52403.1806631136 9387.173934658786 15948.495511725137 8089.260255583853 5796.959488117136 6357.505960633076 3187.7560034372145 3579.0376920785056 1956.1733636449208 3897.3063944438763 4173.5381820387265 18315.46773451325 2768.1393579236465 1809.722918851534 1807.342182992521 9037.107801209087 2484.3074853420258 1791.0291633372835 900.1889552084613 675.7423212552094 1208.982927564357 9.670925263052837 1.011 11.371744216917866 -4.916865964443692 6.801780190966844
2460075.391549617 82805.12544560328 1775438.3739824425 348774.1726971612 316546.7279176745 168522.495615265 72821.19414843738 34820.79787525011 29790.024367291044 21096.636096391856 15957.291975791391 13598.078620132612 15312.393616221758 8397.00469659557 16437.613894485083 10923.54226720112 10477.305454988702 45751.97651556271 6971.601369408512 15126.411726365797 7307.647545022599 4903.8686402326275 4183.484115267725 3824.105320354691 2763.515278480976 1683.0597130334354 3249.928380858735 2587.011675607355 25794.392701825825 2100.4446993345045 989.2973339409218 638.290815626242 7866.625429133419 2370.4082595854125 2315.565545838821 441.2988307138439 1386.7246490401158 290.7587138955132 9.668859406730814 1.011 11.415854806926092 -4.985002863187835 7.042393832656576
