#	Label	BJD_TDB	rel_flux_T2	rel_flux_err_T2	AIRMASS
1	fl.debias.st.0107.TIC23863106.01.fits	2459738.651826	0.047652	0.000117	1.021632
2	fl.debias.st.0108.TIC23863106.01.fits	2459738.654164	0.047006	0.000113	1.019618
3	fl.debias.st.0109.TIC23863106.01.fits	2459738.656501	0.046593	0.000107	1.017759
4	fl.debias.st.0110.TIC23863106.01.fits	2459738.658839	0.046359	0.000105	1.016053
5	fl.debias.st.0111.TIC23863106.01.fits	2459738.661154	0.046439	0.000104	1.014513
6	fl.debias.st.0112.TIC23863106.01.fits	2459738.663469	0.046712	0.000104	1.013121
7	fl.debias.st.0113.TIC23863106.01.fits	2459738.665783	0.046020	0.000103	1.011876
8	fl.debias.st.0114.TIC23863106.01.fits	2459738.668098	0.045879	0.000103	1.010778
9	fl.debias.st.0115.TIC23863106.01.fits	2459738.670413	0.046063	0.000102	1.009825
10	fl.debias.st.0116.TIC23863106.01.fits	2459738.672739	0.045781	0.000102	1.009013
11	fl.debias.st.0117.TIC23863106.01.fits	2459738.675054	0.045992	0.000102	1.008350
12	fl.debias.st.0118.TIC23863106.01.fits	2459738.677368	0.045776	0.000101	1.007831
13	fl.debias.st.0119.TIC23863106.01.fits	2459738.679718	0.045934	0.000102	1.007450
14	fl.debias.st.0120.TIC23863106.01.fits	2459738.682032	0.045905	0.000101	1.007220
15	fl.debias.st.0121.TIC23863106.01.fits	2459738.684335	0.045911	0.000103	1.007134
16	fl.debias.st.0122.TIC23863106.01.fits	2459738.686662	0.046036	0.000102	1.007190
17	fl.debias.st.0123.TIC23863106.01.fits	2459738.688976	0.045814	0.000103	1.007389
18	fl.debias.st.0124.TIC23863106.01.fits	2459738.691326	0.046132	0.000103	1.007739
19	fl.debias.st.0125.TIC23863106.01.fits	2459738.693652	0.046171	0.000102	1.008230
20	fl.debias.st.0126.TIC23863106.01.fits	2459738.695978	0.046333	0.000101	1.008867
21	fl.debias.st.0127.TIC23863106.01.fits	2459738.698293	0.046504	0.000100	1.009645
22	fl.debias.st.0128.TIC23863106.01.fits	2459738.700619	0.046884	0.000101	1.010573
23	fl.debias.st.0129.TIC23863106.01.fits	2459738.702945	0.047234	0.000102	1.011647
24	fl.debias.st.0130.TIC23863106.01.fits	2459738.705248	0.048046	0.000104	1.012857
25	fl.debias.st.0131.TIC23863106.01.fits	2459738.707586	0.048796	0.000106	1.014233
26	fl.debias.st.0132.TIC23863106.01.fits	2459738.709901	0.049483	0.000105	1.015744
27	fl.debias.st.0133.TIC23863106.01.fits	2459738.712216	0.049804	0.000104	1.017404
28	fl.debias.st.0134.TIC23863106.01.fits	2459738.714542	0.050303	0.000105	1.019223
29	fl.debias.st.0135.TIC23863106.01.fits	2459738.716868	0.049909	0.000104	1.021195
30	fl.debias.st.0136.TIC23863106.01.fits	2459738.719183	0.050274	0.000104	1.023309
31	fl.debias.st.0137.TIC23863106.01.fits	2459738.721521	0.050353	0.000105	1.025601
32	fl.debias.st.0138.TIC23863106.01.fits	2459738.723847	0.050357	0.000106	1.028038
33	fl.debias.st.0139.TIC23863106.01.fits	2459738.726173	0.050352	0.000106	1.030634
34	fl.debias.st.0140.TIC23863106.01.fits	2459738.728476	0.050224	0.000106	1.033362
35	fl.debias.st.0141.TIC23863106.01.fits	2459738.730791	0.050317	0.000107	1.036263
36	fl.debias.st.0142.TIC23863106.01.fits	2459738.733106	0.050203	0.000107	1.039327
37	fl.debias.st.0143.TIC23863106.01.fits	2459738.735420	0.050136	0.000107	1.042555
38	fl.debias.st.0144.TIC23863106.01.fits	2459738.737735	0.050086	0.000107	1.045950
39	fl.debias.st.0145.TIC23863106.01.fits	2459738.740050	0.050242	0.000108	1.049514
40	fl.debias.st.0146.TIC23863106.01.fits	2459738.742364	0.050316	0.000108	1.053249
41	fl.debias.st.0147.TIC23863106.01.fits	2459738.744679	0.050226	0.000107	1.057158
42	fl.debias.st.0148.TIC23863106.01.fits	2459738.746994	0.050062	0.000107	1.061244
43	fl.debias.st.0149.TIC23863106.01.fits	2459738.749320	0.050055	0.000108	1.065531
44	fl.debias.st.0150.TIC23863106.01.fits	2459738.751635	0.050311	0.000108	1.069981
45	fl.debias.st.0151.TIC23863106.01.fits	2459738.753938	0.050217	0.000108	1.074592
