Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	ALT_OBJ	AIRMASS	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_C6	rel_flux_T7	rel_flux_T8	rel_flux_T9	rel_flux_T10	rel_flux_C11	rel_flux_T12	rel_flux_T13	rel_flux_C14	rel_flux_T15	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_C6	rel_flux_err_T7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_err_T10	rel_flux_err_C11	rel_flux_err_T12	rel_flux_err_T13	rel_flux_err_C14	rel_flux_err_T15	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_C6	rel_flux_SNR_T7	rel_flux_SNR_T8	rel_flux_SNR_T9	rel_flux_SNR_T10	rel_flux_SNR_C11	rel_flux_SNR_T12	rel_flux_SNR_T13	rel_flux_SNR_C14	rel_flux_SNR_T15	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Peak_T10	Mean_T10	Sky/Pixel_T10	FWHM_T10	Width_T10	X-Width_T10	Y-Width_T10	Angle_T10	Roundness_T10	X(IJ)_C11	Y(IJ)_C11	X(FITS)_C11	Y(FITS)_C11	RA_C11	DEC_C11	Source-Sky_C11	Source_Error_C11	Source_SNR_C11	Peak_C11	Mean_C11	Sky/Pixel_C11	FWHM_C11	Width_C11	X-Width_C11	Y-Width_C11	Angle_C11	Roundness_C11	X(IJ)_T12	Y(IJ)_T12	X(FITS)_T12	Y(FITS)_T12	RA_T12	DEC_T12	Source-Sky_T12	Source_Error_T12	Source_SNR_T12	Peak_T12	Mean_T12	Sky/Pixel_T12	FWHM_T12	Width_T12	X-Width_T12	Y-Width_T12	Angle_T12	Roundness_T12	X(IJ)_T13	Y(IJ)_T13	X(FITS)_T13	Y(FITS)_T13	RA_T13	DEC_T13	Source-Sky_T13	Source_Error_T13	Source_SNR_T13	Peak_T13	Mean_T13	Sky/Pixel_T13	FWHM_T13	Width_T13	X-Width_T13	Y-Width_T13	Angle_T13	Roundness_T13	X(IJ)_C14	Y(IJ)_C14	X(FITS)_C14	Y(FITS)_C14	RA_C14	DEC_C14	Source-Sky_C14	Source_Error_C14	Source_SNR_C14	Peak_C14	Mean_C14	Sky/Pixel_C14	FWHM_C14	Width_C14	X-Width_C14	Y-Width_C14	Angle_C14	Roundness_C14	X(IJ)_T15	Y(IJ)_T15	X(FITS)_T15	Y(FITS)_T15	RA_T15	DEC_T15	Source-Sky_T15	Source_Error_T15	Source_SNR_T15	Peak_T15	Mean_T15	Sky/Pixel_T15	FWHM_T15	Width_T15	X-Width_T15	Y-Width_T15	Angle_T15	Roundness_T15	N_Src_Pixels_T2	N_Sky_Pixels_T2	N_Src_Pixels_T3	N_Sky_Pixels_T3	N_Src_Pixels_T4	N_Sky_Pixels_T4	N_Src_Pixels_T5	N_Sky_Pixels_T5	N_Src_Pixels_C6	N_Sky_Pixels_C6	N_Src_Pixels_T7	N_Sky_Pixels_T7	N_Src_Pixels_T8	N_Sky_Pixels_T8	N_Src_Pixels_T9	N_Sky_Pixels_T9	N_Src_Pixels_T10	N_Sky_Pixels_T10	N_Src_Pixels_C11	N_Sky_Pixels_C11	N_Src_Pixels_T12	N_Sky_Pixels_T12	N_Src_Pixels_T13	N_Sky_Pixels_T13	N_Src_Pixels_C14	N_Sky_Pixels_C14	N_Src_Pixels_T15	N_Sky_Pixels_T15	AIRMASS2
lco_data-20230204-27/ogg0m406-kb27-20220620-0088-e91.fits.fz	1	0	59751.830955000	2459751.830955000	NaN	NaN	2459751.832523603	NaN	1.107538000	NaN	399.942000000	NaN	NaN	5.547262000	5.500000000	11	16	0.347197278	0.718806106	0.021035480	0.013145959	0.296870460	0.462080611	0.373054890	0.288055243	0.414241897	0.293502181	0.646287832	0.274675339	0.404567681	0.411201576	0.461342471	0.004819753	0.006944980	0.003297308	0.003321215	0.004498500	0.006998575	0.004826511	0.004432136	0.005132140	0.004485285	0.009091917	0.004366622	0.005014699	0.006531197	0.005380256	72.036318898	103.500094175	6.379591897	3.958177695	65.993206597	66.024954974	77.292876279	64.992416953	80.715237131	65.436689872	71.083780856	62.903388839	80.676362511	62.959602209	85.747307371	59109.624891000	413.511779501	1521.188349000	1019.722619000	1521.688349000	1022.777381000	14.067279000	38.618399000	20522.700882000	97	246.073337000	83.400750000	622.060913000	211.574236000	93.885954000	318	6.482934000	6.286995000	6.861651000	5.712339000	349.201750000	0.961982000	1509.082973000	1018.127352000	1509.582973000	1024.372648000	14.067304000	38.620313000	42488.359302000	283.150468000	150.055762000	1175.110962000	461.829992000	93.783567000	6.460030000	6.152144000	6.664391000	5.639897000	350.506132000	0.969411000	1660.657085000	931.453035000	1661.157085000	1111.046965000	14.068433000	38.596001000	1243.399303000	194.708440000	6.385955000	155.755829000	13.088414000	86.935677000	7.364598000	6.577097000	6.188037000	6.966157000	81.053849000	0.984652000	1320.594952000	887.058282000	1321.094952000	1155.441718000	14.069131000	38.649749000	777.052731000	196.240501000	3.959696000	168.364075000	8.179502000	86.076463000	5.984294000	4.124163000	5.719879000	2.528446000	7.982024000	-1.388001000	1760.571812000	1134.445831000	1761.071812000	908.054169000	14.065661000	38.580837000	17547.901549000	235.871603000	74.395990000	594.365479000	180.906202000	86.614162000	6.124723000	6.218817000	6.759865000	5.677769000	353.993126000	0.968825000	1355.238397000	366.594517000	1355.738397000	1675.905483000	14.076162000	38.642460000	18681.194031000	235.304012000	79.391736000	634.915894000	196.644148000	86.933396000	5.960263000	6.125624000	6.678210000	5.573037000	349.175792000	0.962927000	2378.064720000	1731.083401000	2378.564720000	311.416599000	14.057435000	38.484857000	22051.134635000	239.990171000	91.883491000	920.685669000	239.686246000	86.747761000	4.924258000	5.561138000	6.283501000	4.838776000	351.389418000	0.928460000	933.227880000	815.144417000	933.727880000	1227.355583000	14.070216000	38.710900000	17026.837341000	233.337349000	72.970904000	3706.534424000	179.229867000	86.898033000	2.814084000	5.109865000	4.004483000	6.215247000	83.003229000	0.818570000	827.298044000	1554.918194000	827.798044000	487.581806000	14.060227000	38.730104000	24485.683165000	250.369732000	97.798096000	808.271484000	255.059200000	90.120706000	5.784059000	6.025000000	6.645217000	5.404784000	352.513308000	0.955529000	1019.180487000	1617.463170000	1019.680487000	425.036830000	14.059329000	38.699886000	17348.803852000	235.712989000	73.601391000	672.375122000	180.716707000	87.458917000	5.147275000	6.007868000	6.482608000	5.533127000	346.177554000	0.968565000	295.696764000	546.282208000	296.196764000	1496.217792000	14.074047000	38.811017000	23204.831238000	245.667496000	94.456253000	856.504211000	244.261381000	89.993779000	5.407815000	5.876415000	6.315759000	5.437071000	355.379792000	0.977304000	914.302353000	1501.509324000	914.802353000	540.990676000	14.060927000	38.716146000	16235.956259000	231.775129000	70.050468000	572.306091000	170.904803000	87.620613000	5.654546000	6.027016000	6.495784000	5.558248000	353.173422000	0.974682000	2847.855236000	1305.013829000	2848.355236000	737.486171000	14.063058000	38.409062000	23913.843848000	244.695548000	97.728970000	1007.164856000	262.789493000	90.937625000	4.901509000	5.598247000	6.385685000	4.810809000	349.790618000	0.913356000	340.855711000	1741.397665000	341.355711000	301.102335000	14.057829000	38.807782000	17223.599622000	235.098905000	73.261080000	714.001648000	177.562883000	89.982012000	4.918504000	5.846317000	6.373455000	5.319179000	354.244053000	0.966676000	2627.199338000	819.917028000	2627.699338000	1222.582972000	14.069662000	38.442437000	27269.780406000	254.453232000	107.170108000	1010.684326000	290.104047000	90.202908000	5.280040000	5.778226000	6.489798000	5.066653000	347.815250000	0.929060000	92	311	95	383	95	330	97	358	95	382	92	368	95	347	96	351	96	337	95	377	95	348	91	348	97	379	94	341	1.107194932
lco_data-20230204-27/ogg0m406-kb27-20220620-0089-e91.fits.fz	2	0	59751.835779000	2459751.835779000	NaN	NaN	2459751.837347288	NaN	1.117847000	NaN	399.943000000	NaN	NaN	12.301217000	5.500000000	11	16	0.333151854	0.714656520	0.020362073	0.012075825	0.302544563	0.469286184	0.371546435	0.000181886	0.434418115	0.287442826	0.642072125	0.278180847	0.412791147	0.407636358	0.450463567	0.004686350	0.006859475	0.003294877	0.003302741	0.004473376	0.007057449	0.004796720	0.003227915	0.005171647	0.004415958	0.008974477	0.004395684	0.005023443	0.006382053	0.005303850	71.089842744	104.185306884	6.179918640	3.656303726	67.632262689	66.495156062	77.458439580	0.056347850	83.999959275	65.091831712	71.544242086	63.284991364	82.172948986	63.872297052	84.931437988	59598.860803000	413.447524307	1522.257642000	1024.597863000	1522.757642000	1017.902137000	14.067278000	38.618391000	19855.470999000	95	242.974426000	81.718358000	559.543701000	209.004958000	92.877252000	308	6.904243000	6.323883000	6.731441000	5.916326000	343.215727000	0.976267000	1510.151872000	1023.002389000	1510.651872000	1019.497611000	14.067303000	38.620304000	42592.714483000	282.536696000	150.751089000	1139.820312000	473.252383000	94.669910000	7.063533000	6.182011000	6.557691000	5.806331000	342.116645000	0.977728000	1661.732256000	936.327016000	1662.232256000	1106.172984000	14.068432000	38.595992000	1213.556331000	196.190382000	6.185606000	149.278244000	12.774277000	86.850983000	6.263823000	6.576562000	6.774337000	6.378786000	337.033550000	0.992535000	1321.659059000	891.926467000	1322.159059000	1150.573533000	14.069129000	38.649740000	719.705421000	196.776287000	3.657480000	145.765274000	7.419644000	87.179471000	6.518793000	5.390363000	4.357575000	6.423152000	74.895495000	-8.800399000	1761.401951000	1139.178717000	1761.901951000	903.321283000	14.065661000	38.580866000	18031.311277000	235.442804000	76.584678000	519.915222000	189.803277000	87.886868000	7.017679000	6.271028000	6.601121000	5.940935000	342.448636000	0.983533000	1356.340582000	371.342640000	1356.840582000	1671.157360000	14.076162000	38.642446000	19035.721055000	238.368081000	79.858515000	698.928650000	198.288761000	87.096972000	6.822335000	6.260948000	6.750342000	5.771553000	348.040194000	0.971106000	2379.096374000	1735.838848000	2379.596374000	306.661152000	14.057436000	38.484857000	22143.744239000	241.100126000	91.844598000	881.947998000	240.692872000	87.215384000	5.110504000	5.702459000	6.094330000	5.310589000	341.256135000	0.970280000	932.514722000	819.830240000	933.014722000	1222.669760000	14.070217000	38.711171000	10.840201000	192.380015000	0.056348000	143.438324000	0.114107000	87.565532000	101.319190000	52.396907000	60.166481000	44.627333000	68.137657000	-21.738876000	828.473336000	1559.637162000	828.973336000	482.862838000	14.060228000	38.730073000	25890.824737000	250.485057000	103.362752000	928.739563000	272.534997000	86.839876000	5.500380000	5.893872000	6.162969000	5.624774000	339.240002000	0.985188000	1020.175215000	1622.192076000	1020.675215000	420.307924000	14.059329000	38.699885000	17131.264986000	234.826265000	72.952934000	607.198486000	178.450677000	88.014806000	5.955331000	6.014057000	6.404183000	5.623931000	348.396819000	0.980241000	296.869857000	551.211809000	297.369857000	1491.288191000	14.074044000	38.810986000	23303.950315000	246.207621000	94.651621000	882.081055000	245.304740000	88.977541000	5.384099000	5.880944000	6.225918000	5.535969000	348.185139000	0.983714000	915.402606000	1506.434781000	915.902606000	536.065219000	14.060925000	38.716128000	16579.261575000	235.381234000	70.435783000	617.322144000	170.920222000	89.284881000	5.849183000	5.965639000	6.382764000	5.548514000	347.006966000	0.976033000	2848.919816000	1309.891133000	2849.419816000	732.608867000	14.063057000	38.409060000	24601.882117000	245.983495000	100.014361000	1118.478516000	267.411762000	87.081409000	4.750071000	5.448126000	5.890405000	5.005846000	339.944058000	0.955519000	341.950806000	1746.242677000	342.450806000	296.257323000	14.057828000	38.807761000	17259.189433000	231.303525000	74.617062000	796.116272000	183.608398000	88.342340000	4.704413000	5.690585000	5.831862000	5.549308000	334.670908000	0.993873000	2628.114503000	824.729268000	2628.614503000	1217.770732000	14.069662000	38.442458000	26847.115445000	255.411199000	105.113306000	1052.492065000	279.657453000	91.276103000	5.354674000	5.648418000	6.189368000	5.107468000	340.097923000	0.938962000	90	295	95	353	97	365	95	353	96	353	92	349	95	370	95	373	96	348	95	363	97	341	92	352	94	390	96	349	1.117471385
lco_data-20230204-27/ogg0m406-kb27-20220620-0090-e91.fits.fz	3	0	59751.840615000	2459751.840615000	NaN	NaN	2459751.842182973	NaN	1.129159000	NaN	399.945000000	NaN	NaN	5.810557000	5.500000000	11	16	0.343203779	0.752876177	0.026177011	0.008516926	0.295451827	0.457434674	0.372939951	0.005499729	0.441678909	0.297421637	0.644528403	0.276989202	0.414525667	0.416860393	0.474277872	0.004843132	0.007250959	0.003369273	0.003250955	0.004552659	0.007063948	0.004913359	0.003319883	0.005318600	0.004545153	0.009195435	0.004408175	0.005114346	0.006622790	0.005528464	70.864019190	103.831260418	7.769334392	2.619822501	64.896545668	64.756233589	75.903251921	1.656603142	83.044209088	65.437106109	70.092218367	62.835341639	81.051555085	62.943317223	85.788364811	58693.494434000	415.703618682	1522.475366000	1023.738640000	1522.975366000	1018.761360000	14.067280000	38.618401000	20143.829117000	95	245.863586000	81.930917000	536.537659000	212.040306000	92.407407000	273	7.281331000	6.405259000	6.963385000	5.847133000	349.455087000	0.965636000	1510.370323000	1022.143795000	1510.870323000	1020.356205000	14.067305000	38.620314000	44188.933675000	288.391243000	153.225643000	1150.677979000	460.301392000	93.898795000	7.330180000	6.327915000	6.685126000	5.970704000	339.363616000	0.977578000	1661.936991000	935.467559000	1662.436991000	1107.032441000	14.068433000	38.596002000	1536.420246000	197.454797000	7.781124000	151.236801000	16.172845000	88.114279000	2.923715000	6.999038000	7.081899000	6.916177000	324.963070000	0.995174000	1321.884226000	891.084647000	1322.384226000	1151.415353000	14.069131000	38.649750000	499.888162000	190.777085000	2.620274000	145.768753000	5.433567000	88.949802000	NaN	4.116959000	2.851280000	5.382638000	290.560213000	0.443913000	1761.574027000	1138.412746000	1762.074027000	904.087254000	14.065662000	38.580882000	17341.100154000	237.312264000	73.072920000	543.409790000	178.774228000	91.500704000	6.811445000	6.156156000	6.590344000	5.721967000	342.381466000	0.970468000	1356.747038000	370.645868000	1357.247038000	1671.854132000	14.076162000	38.642424000	18421.710391000	237.937273000	77.422550000	597.848755000	193.912741000	89.829213000	6.447599000	6.215042000	6.662986000	5.767097000	343.663907000	0.970978000	2379.378390000	1735.057146000	2379.878390000	307.442854000	14.057435000	38.484853000	21889.148943000	243.165042000	90.017664000	878.944153000	230.412094000	90.434832000	5.013201000	5.766054000	6.351733000	5.180374000	345.518724000	0.947185000	936.948952000	818.686010000	937.448952000	1223.813990000	14.070222000	38.710516000	322.798336000	194.842149000	1.656717000	185.287277000	3.362483000	89.329615000	7.801277000	7.215595000	9.479026000	4.952163000	331.381961000	-0.113906000	828.665075000	1558.850331000	829.165075000	483.649669000	14.060228000	38.730098000	25923.678602000	252.461169000	102.683825000	888.253662000	270.038319000	90.928509000	5.484999000	6.010892000	6.354089000	5.667696000	338.230740000	0.975347000	1020.452490000	1621.507109000	1020.952490000	420.992891000	14.059329000	38.699896000	17456.715220000	236.389604000	73.847221000	564.430908000	179.966136000	90.255951000	6.059774000	6.107471000	6.479083000	5.735859000	343.009148000	0.978622000	297.178558000	550.462831000	297.678558000	1492.037169000	14.074046000	38.810991000	23003.326778000	247.876718000	92.801482000	912.412903000	239.617987000	90.717419000	5.084723000	5.906022000	6.191762000	5.620283000	344.872365000	0.987510000	915.594206000	1505.611694000	916.094206000	536.888306000	14.060926000	38.716152000	16257.464214000	231.696730000	70.166999000	599.107239000	171.131202000	90.965792000	5.736190000	5.973777000	6.253610000	5.693944000	338.803871000	0.983979000	2849.183309000	1309.086689000	2849.683309000	733.413311000	14.063057000	38.409052000	24329.959926000	245.790972000	98.986385000	1041.253174000	264.456086000	92.776338000	4.916736000	5.545734000	6.030136000	5.061333000	339.459133000	0.947098000	342.341071000	1745.419420000	342.841071000	297.080580000	14.057829000	38.807761000	17268.457265000	233.992490000	73.799194000	755.013489000	181.773234000	93.156618000	5.129253000	5.662300000	5.887031000	5.437569000	340.204312000	0.989423000	2628.381505000	823.975031000	2628.881505000	1218.524969000	14.069662000	38.442448000	27837.025613000	257.718340000	108.013367000	1037.638184000	286.979645000	91.726431000	5.327369000	5.694530000	6.385126000	5.003933000	343.432871000	0.918519000	96	338	95	352	92	363	97	346	95	330	95	375	96	372	96	373	97	363	96	344	95	369	92	376	95	379	97	364	1.128759393
lco_data-20230204-27/ogg0m406-kb27-20220620-0091-e91.fits.fz	4	0	59751.845433000	2459751.845433000	NaN	NaN	2459751.847000658	NaN	1.141468000	NaN	399.941000000	NaN	NaN	6.678978000	5.500000000	11	16	0.353526694	0.735505919	0.019686601	0.021100852	0.301146259	0.441617580	0.368564027	-0.000780070	0.433880240	0.312461947	0.640535326	0.270968433	0.421990025	0.435178094	0.460555796	0.004990701	0.007280427	0.003420477	0.003492604	0.004655678	0.007023726	0.004939476	-0.003356603	0.005373227	0.004728686	0.009300415	0.004471357	0.005217426	0.006976155	0.005455330	70.837087345	101.025109110	5.755513524	6.041581900	64.683652618	62.875118836	74.616014628	0.232398667	80.748548298	66.077968671	68.871696281	60.600941961	80.880883288	62.380799124	84.423084812	57390.481303000	414.234174813	1523.286012000	1024.824706000	1523.786012000	1017.675294000	14.067279000	38.618392000	20289.067114000	97	246.150710000	82.425385000	500.000153000	209.165640000	92.390794000	303	8.159020000	6.697830000	7.146909000	6.248750000	350.130094000	0.979884000	1511.180346000	1023.229372000	1511.680346000	1019.270628000	14.067304000	38.620305000	42211.038667000	285.927847000	147.628289000	962.726624000	439.698319000	93.834292000	8.220476000	6.607034000	6.852747000	6.361321000	345.014043000	0.992648000	1662.758338000	936.553306000	1663.258338000	1105.946694000	14.068433000	38.595993000	1129.823523000	196.133359000	5.760486000	144.352661000	11.892879000	86.037050000	7.281239000	6.543911000	7.187976000	5.899845000	346.284149000	0.951752000	1322.688061000	892.156682000	1323.188061000	1150.343318000	14.069131000	38.649741000	1210.988062000	200.251547000	6.047334000	150.883011000	12.484413000	86.871952000	8.189535000	6.778983000	7.484399000	6.073567000	22.077161000	0.917650000	1762.416425000	1139.513983000	1762.916425000	902.986017000	14.065661000	38.580870000	17282.928749000	236.283768000	73.144799000	456.884857000	178.174523000	89.968019000	7.768685000	6.493205000	6.826397000	6.160012000	343.761472000	0.985278000	1357.787018000	371.806440000	1358.287018000	1670.693560000	14.076160000	38.642380000	17580.699507000	235.697333000	74.590150000	535.182922000	183.132287000	89.759352000	7.130765000	6.389423000	6.760353000	6.018494000	344.694710000	0.981922000	2380.048676000	1736.071890000	2380.548676000	306.428110000	14.057437000	38.484870000	21152.066886000	238.854793000	88.556175000	697.082764000	229.913770000	91.335824000	6.047744000	5.954035000	6.340041000	5.568029000	340.126217000	0.971798000	935.665722000	817.694571000	936.165722000	1224.805429000	14.070250000	38.710828000	-44.768601000	192.636811000	-0.232399000	189.162323000	-0.471248000	88.655758000	3.979399000	21.877204000	17.587262000	26.167146000	77.347411000	-7.578565000	829.521741000	1559.861382000	830.021741000	482.638618000	14.060229000	38.730072000	24900.595829000	250.581648000	99.371187000	783.927917000	262.111535000	90.205231000	6.055688000	6.156560000	6.380520000	5.932600000	339.533674000	0.990750000	1021.373475000	1622.449171000	1021.873475000	420.050829000	14.059330000	38.699861000	17932.341555000	238.527137000	75.179461000	521.127441000	186.795225000	87.799480000	6.896383000	6.279138000	6.594923000	5.963353000	350.868211000	0.988838000	297.975702000	551.569002000	298.475702000	1490.930998000	14.074044000	38.810976000	22407.704404000	245.197027000	91.386526000	686.738464000	235.870573000	87.758099000	6.282913000	6.169281000	6.271653000	6.066909000	329.098993000	0.995070000	916.319272000	1506.632982000	916.819272000	535.867018000	14.060927000	38.716148000	15551.008811000	230.763067000	67.389505000	480.298401000	163.694830000	91.108134000	6.991720000	6.283357000	6.354537000	6.212176000	324.597639000	0.995253000	2850.018766000	1310.063973000	2850.518766000	732.436027000	14.063059000	38.409048000	24218.210649000	243.110465000	99.618133000	884.421021000	266.134183000	88.789653000	5.500572000	5.855097000	6.182287000	5.527907000	335.326913000	0.970754000	342.979004000	1746.455591000	343.479004000	296.044409000	14.057829000	38.807765000	17402.077392000	236.463817000	73.592982000	661.664856000	183.179762000	88.904915000	5.597367000	5.995778000	6.171137000	5.820420000	335.102154000	0.991803000	2629.125350000	825.006849000	2629.625350000	1217.493151000	14.069663000	38.442460000	26431.518786000	248.244592000	106.473694000	839.367004000	293.683542000	90.502547000	6.083166000	5.975337000	6.420638000	5.530036000	345.013456000	0.970722000	96	317	95	346	97	327	97	356	96	359	92	377	95	371	95	344	96	311	95	339	95	357	91	392	95	314	90	360	1.141030609
