BJD_TDB flux_star_0 flux_star_1 flux_star_2 flux_star_3 flux_star_4 flux_star_5 flux_star_6 flux_star_7 flux_star_8 flux_star_9 flux_star_10 flux_star_11 flux_star_12 flux_star_13 flux_star_14 flux_star_15 flux_star_16 flux_star_17 flux_star_18 flux_star_19 flux_star_20 flux_star_21 flux_star_22 flux_star_23 flux_star_24 flux_star_25 flux_star_26 flux_star_27 flux_star_28 flux_star_29 flux_star_30 flux_star_31 flux_star_32 flux_star_33 flux_star_34 flux_star_35 flux_star_36 sky airmass xshift yshift sky_entropy
2460075.386036083 97242.43986375758 1537524.11609034 315615.13788056234 292356.1437984289 143363.61098258232 87718.93431063747 49535.55473103555 32913.44111826632 23463.346624515252 13919.286512747698 12583.075765240996 17630.91158014472 6562.9893831808 14300.43985354877 16837.842462797125 15330.693844454945 57730.42925464187 8342.696743743028 19728.87377212214 9990.40752960561 4863.738404375559 4225.136308056943 3090.382489963842 -4022.9569764301996 287.945774268941 4341.203468272579 2825.4683990293415 13385.078019737615 3481.5247713746503 1252.5245488162618 -97.03608500648988 8100.4974547357415 3065.194016141293 3200.0501175048994 1872.5020329196705 -148.56947427726118 37.2478108186624 28.802808355127635 1.014 0.0 0.0 7.052933220929298
2460075.3866244326 99402.70933383057 1545186.0204206312 319397.4402372076 293928.674280629 146711.2490977618 86234.0707430304 31213.54010566324 32895.10300213937 22969.910182837455 13667.290906434937 13885.35722877871 17761.281540261873 7067.996901164413 15080.576050166448 15656.314309815702 13484.663401595317 61507.881780479394 9312.085623452847 18667.206535096688 10482.154226774757 5390.264354813029 4718.424756807159 1325.3580128378817 -1961.1060468862997 -79.75280514772749 3885.3977431779495 2984.03276659298 14817.761509015341 4782.601881459472 737.6667837190325 310.7076259329333 7364.58412869618 1137.724131412513 3527.4710051735747 729.8006090986892 -116.11485184956109 75.04391279799165 28.583919350049968 1.013 -1.1521580480872349 -1.9612120768945545 6.977172277942356
2460075.387212754 97523.816369796 1531423.8581792624 317108.04986737075 290995.36483491136 144587.89004017698 87311.25949925708 31741.222722309583 33586.69242346822 20746.316968163766 14614.413731744571 14619.13323895185 17321.733019384556 8049.630440840323 12359.734899098403 14460.019127693493 13501.640302536951 53054.30024416739 8383.532349530258 18258.85423487291 10653.871536119317 5512.583471361315 5133.840828892018 3617.7018377819913 -4045.370301874762 283.4459560026298 3366.3520089727244 3493.65359814954 18662.147921761498 4862.03967448842 992.3688029828481 683.3729131207801 8645.917245595425 1884.414512217394 3803.500230360776 2814.761548183742 93.85178369900677 159.1287521464983 28.329222671290445 1.013 6.002852708399312 -3.029842893563407 7.102240544824852
2460075.387801204 99068.85783037147 1549109.9850764568 320514.29109415744 294772.9916327436 145374.80197128223 87159.63491984451 32787.20539042202 32316.47939110815 22664.110957606463 15864.904682408262 13166.03183884552 19557.517467939528 6262.004698486999 14888.618075765204 13815.30392054288 12693.357374422892 56040.7483623313 8555.828329970827 19113.018002499768 10200.941580635379 4072.6825536553515 4491.553474675224 3797.9376044884557 -2337.849669543968 702.0182072295574 4832.990960674011 1453.4235543113318 13702.526403636439 4053.5331760062836 818.900685665023 -414.1554229418398 7104.941818098479 3767.3643791779177 3130.2629137180047 1968.7812491188524 113.38721705798525 1048.0610320253763 28.707173036228244 1.013 4.625878077463189 -4.785311236654223 7.103101521292313
2460075.388389469 99831.2061307038 1553193.3425486567 321971.9298958231 297918.28528037196 145894.11685042415 87445.74344495777 31649.17431408266 32803.778414545 22858.648890361073 14116.337471495615 11649.891949533776 16996.009271608666 7130.295013459341 14879.149405398464 16117.091398908698 15113.294461468235 56355.28165968513 8518.657510194753 17636.559237117704 9940.230386570096 4962.099131864903 5708.476411333366 3055.8802582694916 -1128.6467986623757 82.38489542639581 4086.1094774088706 2687.6268556964933 12570.921500359429 3530.9550850844826 1262.9965086405282 797.6704613947659 7489.432349485927 1081.2461623891722 4178.741893278551 1719.5469203717075 1347.7284828292904 1075.2925026137964 28.240243908405724 1.012 4.1153874800931005 -5.928433348668165 6.949661413229848
2460075.388977969 95979.61269523 1497694.0821603432 311263.45042995457 286944.556549236 138839.51975007076 82926.51890914579 30968.73698360799 32488.808164924616 20797.20772549574 15493.31725472532 13422.309781892633 16241.70964684186 6583.812647829647 14361.843481454707 14187.932858830958 13947.098760040419 51980.905241106986 8256.650898339809 17746.030890876078 11258.681853367656 6047.6629296962055 3931.160649860394 4414.255342082994 -3967.819270259759 749.8612419572892 3365.1162964017713 1141.3150433842675 12089.514907772536 3227.4145983886556 446.23810337961186 834.8161666965461 7079.648746541701 384.56371852272423 3360.734589056985 1861.3417938272469 746.829753026308 1071.5254027821356 27.905342725128683 1.012 11.50553629421025 -4.639516169885553 7.073751617049473
2460075.389566257 84296.5913018015 1347593.0844863565 286703.97999508126 259834.90483529534 124407.34091137204 76782.13212266396 28936.90304748749 27910.58455280104 18024.507000037935 12666.25573945808 11307.142526009178 16970.18040634453 5023.213028656784 12236.821504379215 14144.361671784543 12175.89993866341 37882.581988719874 7705.063800268632 17249.69571156078 8913.779427504283 4430.700909220497 3887.2157067355 2069.8721379124327 -2211.580198021431 1259.576399738493 4125.334859498544 2470.798918682616 8561.44586911815 3881.6917384844855 1981.4144214761327 1944.7617680382682 7950.347476120398 1071.9654068421223 2033.2972568302066 1970.710601871484 593.0021461334545 186.99776238243794 27.943976962674245 1.012 9.534673910317139 -5.256058750053029 7.131266548109277
2460075.390154714 95603.44087900338 1496059.8261922284 310275.53954884334 285743.23302365193 138623.39137073694 84562.11492453417 29518.990893576643 31930.763441029238 21492.974978495913 14150.550964346447 11713.904712057498 16227.240348213178 7111.739617038169 15158.010270238155 14526.695859181054 12026.93833128683 48600.561483034224 8074.136034568131 17557.014590015344 10954.907398956944 4456.006626068149 5412.063434792042 3324.1080987381283 -977.7667613110389 1947.130710573052 1859.7046390916803 2064.272078227543 14659.276703954558 4822.86293436354 181.99796225887258 819.4228290283354 8148.927702549554 2897.3898274477106 2471.1472908992437 3404.375614984543 -294.5720271456521 2.8232050425722264 27.813255717304287 1.011 2.741528171635224 -5.522769300360902 7.120520856706702
2460075.39074317 97257.24461862777 1531804.8927220067 316476.85935843975 293364.9102661485 142088.78426196624 87079.2456007108 32256.317845929007 31797.671292806568 21564.21024895378 14390.538845043164 12571.46250826877 18442.153506893315 8236.77934574749 15675.077768817951 15697.908849007625 13626.183068652463 54411.225433035055 7042.120832936082 19196.622050609323 11613.073270720255 5418.64415258012 5122.616908744909 2509.7244863036904 1029.9721403804142 954.3414714671671 3593.625017133425 3114.6619517263025 14727.100180879468 4618.871581059764 1393.9400155738695 1293.4618993488257 7564.426915746706 1735.6248975364724 4390.805036506499 1296.1611122417962 2279.615327755513 1304.4983427653788 27.574669695061587 1.011 9.715460989083985 -4.848971218326578 7.08396901487156
2460075.3913315297 98882.1521297468 1511244.640052358 311915.5121497301 286666.59411683603 142600.66560255387 84413.6690579431 32890.07169920491 30714.87597168039 21448.161261941306 15031.70062754862 11756.054255293915 16904.365238445287 6791.465922447911 14336.295263830922 15750.62320991751 13952.016327467805 53988.02815113979 7085.919181076286 17883.70716093987 9731.908193061245 5518.380332933739 4439.793748344469 3004.815959515574 -2131.082611594291 803.2771413289593 3227.6849250560626 2642.2564471767982 19699.6175963509 2784.607892332133 913.4940733942785 1452.0279903605115 9053.15032703767 876.2700263376464 3795.9160028739716 1310.522346162994 59.386088122206274 1765.4260730922688 27.328367145147766 1.011 14.082496909524195 -4.925440735112052 7.049163205587111
