Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	AIRMASS2	MOONFRAC	FOCPOSN	WMSHUMID	CCATEMP	EXPTIME	RA	DEC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_T6	rel_flux_T7	rel_flux_C8	rel_flux_T9	rel_flux_T10	rel_flux_T11	rel_flux_T12	rel_flux_T13	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_T6	rel_flux_err_T7	rel_flux_err_C8	rel_flux_err_T9	rel_flux_err_T10	rel_flux_err_T11	rel_flux_err_T12	rel_flux_err_T13	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_T6	rel_flux_SNR_T7	rel_flux_SNR_C8	rel_flux_SNR_T9	rel_flux_SNR_T10	rel_flux_SNR_T11	rel_flux_SNR_T12	rel_flux_SNR_T13	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Peak_T10	Mean_T10	Sky/Pixel_T10	FWHM_T10	Width_T10	X-Width_T10	Y-Width_T10	Angle_T10	Roundness_T10	X(IJ)_T11	Y(IJ)_T11	X(FITS)_T11	Y(FITS)_T11	RA_T11	DEC_T11	Source-Sky_T11	Source_Error_T11	Source_SNR_T11	Peak_T11	Mean_T11	Sky/Pixel_T11	FWHM_T11	Width_T11	X-Width_T11	Y-Width_T11	Angle_T11	Roundness_T11	X(IJ)_T12	Y(IJ)_T12	X(FITS)_T12	Y(FITS)_T12	RA_T12	DEC_T12	Source-Sky_T12	Source_Error_T12	Source_SNR_T12	Peak_T12	Mean_T12	Sky/Pixel_T12	FWHM_T12	Width_T12	X-Width_T12	Y-Width_T12	Angle_T12	Roundness_T12	X(IJ)_T13	Y(IJ)_T13	X(FITS)_T13	Y(FITS)_T13	RA_T13	DEC_T13	Source-Sky_T13	Source_Error_T13	Source_SNR_T13	Peak_T13	Mean_T13	Sky/Pixel_T13	FWHM_T13	Width_T13	X-Width_T13	Y-Width_T13	Angle_T13	Roundness_T13	N_Src_Pixels_C2	N_Sky_Pixels_C2	N_Src_Pixels_T3	N_Sky_Pixels_T3	N_Src_Pixels_T4	N_Sky_Pixels_T4	N_Src_Pixels_T5	N_Sky_Pixels_T5	N_Src_Pixels_T6	N_Sky_Pixels_T6	N_Src_Pixels_T7	N_Sky_Pixels_T7	N_Src_Pixels_C8	N_Sky_Pixels_C8	N_Src_Pixels_T9	N_Sky_Pixels_T9	N_Src_Pixels_T10	N_Sky_Pixels_T10	N_Src_Pixels_T11	N_Sky_Pixels_T11	N_Src_Pixels_T12	N_Sky_Pixels_T12	N_Src_Pixels_T13	N_Sky_Pixels_T13	HOUR_ANGLE	HJD_UTC	BJD_CORR	DEC_J2000	rel_flux_T1_n	rel_flux_err_T1_n
elp1m008-fa05-20230427-0137-e91.fits.fz	1	0	60062.762920000	2460062.762920000	2460062.767276331	1.011899000	1.011655652	0.529895000	0.104051000	12.700000000	NaN	399.978000000	14.070568000	38.657104000	5.226637000	8	28	38	0.400496198	0.807059706	0.557225269	0.410827245	0.441289861	0.410143718	0.391281804	1.239065700	0.528451690	0.430428710	0.487438515	0.373636704	0.523209082	0.002860872	0.005898737	0.003277745	0.002883044	0.002960706	0.002888560	0.002838964	0.009056236	0.003200012	0.002923429	0.003086315	0.002789028	0.003185687	139.990950680	136.819065277	170.002647163	142.497716507	149.048847564	141.988968984	137.825575383	136.819065277	165.140544086	147.234207657	157.935463532	133.966615528	164.237458061	259014.118609000	933.598515078	2408.913560000	2401.510975000	2409.413560000	1694.989025000	14.067271000	38.618379000	103734.169763000	201.061930000	639.755477000	162.146591000	4710.917480000	515.931434000	1220.419183000	1778	5.076996000	6.715257000	6.590701000	6.839812000	67.234119000	0.997198000	1723.785442000	3366.941634000	1724.285442000	729.558366000	14.073697000	38.514715000	115679.552680000	649.636000000	178.068261000	4955.671387000	575.342894000	1222.068927000	5.083669000	6.586429000	6.465557000	6.707302000	56.786376000	0.991582000	2045.545739000	2192.984039000	2046.045739000	1903.515961000	14.070606000	38.641412000	144329.211867000	670.922469000	215.120552000	6263.014160000	717.834609000	1218.207532000	4.812275000	6.495021000	6.267702000	6.722339000	73.308151000	0.992990000	3679.014428000	1473.544315000	3679.514428000	2622.955685000	14.055421000	38.717058000	106410.056884000	640.722667000	166.078184000	4567.439941000	529.240205000	1207.607268000	5.371400000	6.756511000	6.738823000	6.774198000	311.499421000	0.998155000	3391.955368000	1468.727509000	3392.455368000	2627.772491000	14.058076000	38.718004000	114300.304352000	646.798088000	176.717134000	4820.290039000	568.483076000	1214.156792000	5.404944000	6.655251000	6.544309000	6.766194000	281.369981000	0.998694000	1313.116707000	1196.368291000	1313.616707000	2900.131709000	14.077278000	38.750160000	106233.013670000	642.767833000	165.274315000	4713.870605000	528.359664000	1222.000477000	5.001907000	6.532155000	6.181187000	6.883124000	87.973589000	0.988461000	3267.203986000	1097.440981000	3267.703986000	2999.059019000	14.059184000	38.758376000	101347.511715000	638.175921000	158.808110000	4336.307129000	504.061171000	1218.956522000	5.261974000	6.697347000	6.529811000	6.864883000	295.397920000	0.993743000	2375.112491000	1639.555754000	2375.612491000	2456.944246000	14.067500000	38.700907000	143334.565929000	670.506715000	213.770515000	5877.712891000	712.887646000	1218.255374000	5.056006000	6.513380000	6.354333000	6.672426000	82.453312000	0.997445000	1444.781973000	2190.440159000	1445.281973000	1906.059841000	14.076157000	38.642399000	136876.448585000	666.020734000	205.513795000	5838.379883000	680.767606000	1225.184272000	4.965804000	6.428944000	6.217177000	6.640710000	71.510621000	0.993214000	3570.135714000	3919.009708000	3570.635714000	177.490292000	14.056737000	38.452499000	111487.112954000	641.782240000	173.714862000	4773.364746000	554.491410000	1195.597768000	5.318552000	6.681173000	6.811744000	6.550603000	33.792277000	0.989501000	1332.389642000	1328.911991000	1332.889642000	2767.588009000	14.077113000	38.735790000	126253.457316000	657.227821000	192.099989000	5480.787109000	627.933182000	1219.715570000	5.053780000	6.505538000	6.141856000	6.869220000	81.357141000	0.986374000	2183.494806000	1038.986241000	2183.994806000	3057.513759000	14.069207000	38.766164000	96777.181658000	632.596603000	152.984036000	4513.904785000	481.330214000	1211.881967000	4.999782000	6.561299000	6.176286000	6.946312000	271.518313000	0.986283000	858.845785000	2653.089535000	859.345785000	1443.410465000	14.081612000	38.592952000	135518.539328000	665.020456000	203.781009000	3721.887207000	674.013919000	1225.929797000	6.539189000	8.549615000	8.429140000	8.670091000	60.118630000	0.996869000	201.061930000	1754	201.061930000	1736	201.061930000	1699	201.061930000	1784	201.061930000	1722	201.061930000	1739	201.061930000	1713	201.061930000	1773	201.061930000	1755	201.061930000	1761	201.061930000	1792	201.061930000	1781	-0.310821583	2460062.766439654	0.004356331	38.618377778	1.002101789	0.007158333
elp1m008-fa05-20230427-0138-e91.fits.fz	2	0	60062.767891000	2460062.767891000	2460062.772247183	1.010461000	1.010245892	0.530331000	0.104051000	12.700000000	NaN	400.083000000	14.070566000	38.657101000	5.307614000	8	28	38	0.397888769	0.812642704	0.559747606	0.409423341	0.443207440	0.404306904	0.394346599	1.230553101	0.533945011	0.430750805	0.490299070	0.373689135	0.521294198	0.002841956	0.005894878	0.003267553	0.002864300	0.002951303	0.002856432	0.002828018	0.008926383	0.003199271	0.002908662	0.003076276	0.002779158	0.003164653	140.005228947	137.855733228	171.304804124	142.940090793	150.173499021	141.542613674	139.442764449	137.855733228	166.895831070	148.092428617	159.380694608	134.461292214	164.723952839	259584.679217000	929.576860070	2408.624793000	2401.474945000	2409.124793000	1695.025055000	14.067272000	38.618381000	103285.828557000	201.061930000	638.310786000	161.811191000	4658.270996000	513.701568000	1212.761334000	1760	5.170042000	6.632689000	6.418931000	6.846447000	75.537581000	0.994588000	1723.552611000	3366.879523000	1724.052611000	729.620477000	14.073697000	38.514719000	116376.821090000	646.651449000	179.968391000	5168.590332000	578.810823000	1208.631579000	4.955632000	6.524912000	6.347387000	6.702437000	58.557055000	0.985767000	2045.303113000	2192.946598000	2045.803113000	1903.553402000	14.070606000	38.641414000	145301.902805000	669.860537000	216.913663000	6203.978027000	722.672377000	1209.914101000	5.125512000	6.470696000	6.229998000	6.711393000	71.244694000	0.991228000	3678.812148000	1473.509093000	3679.312148000	2622.990907000	14.055421000	38.717061000	106280.026570000	638.737411000	166.390797000	4426.837402000	528.593487000	1202.995971000	5.669599000	6.688843000	6.705106000	6.672580000	317.698343000	0.997327000	3391.772458000	1468.707926000	3392.272458000	2627.792074000	14.058075000	38.718005000	115049.861254000	645.901577000	178.122899000	4823.108887000	572.211066000	1206.616318000	5.661049000	6.723729000	6.660696000	6.786762000	291.406036000	0.999347000	1312.937217000	1196.299441000	1313.437217000	2900.200559000	14.077278000	38.750163000	104951.877930000	639.179283000	164.197872000	4834.426270000	521.987817000	1213.067806000	5.000151000	6.371041000	5.905186000	6.836896000	86.829982000	0.978579000	3267.006318000	1097.479715000	3267.506318000	2999.020285000	14.059184000	38.758371000	102366.335422000	636.034586000	160.944605000	4352.283691000	509.128384000	1208.714081000	5.451224000	6.670211000	6.508252000	6.832170000	288.749803000	0.996258000	2374.874396000	1639.449150000	2375.374396000	2457.050850000	14.067500000	38.700916000	143207.858127000	667.798654000	214.447659000	6037.955078000	712.257453000	1206.478069000	5.006636000	6.494999000	6.211221000	6.778778000	82.765337000	0.991887000	1444.573534000	2190.336218000	1445.073534000	1906.163782000	14.076156000	38.642407000	138603.944485000	665.840568000	208.163862000	6124.902344000	689.359466000	1214.895172000	4.969628000	6.434604000	6.145268000	6.723940000	72.744325000	0.988137000	3569.882380000	3919.098822000	3570.382380000	177.401178000	14.056737000	38.452491000	111816.309636000	640.123883000	174.679172000	4758.486816000	556.128700000	1186.488436000	5.620928000	6.678677000	6.904166000	6.453188000	32.047165000	0.976166000	1332.221680000	1328.823985000	1332.721680000	2767.676015000	14.077112000	38.735796000	127274.126919000	655.714835000	194.099813000	5740.113770000	633.009576000	1211.825599000	5.199269000	6.493462000	6.076967000	6.909957000	87.114820000	0.983512000	2183.386838000	1038.916571000	2183.886838000	3057.583429000	14.069206000	38.766169000	97003.974305000	632.288483000	153.417272000	4529.682617000	482.458188000	1204.813432000	5.037702000	6.556873000	6.198330000	6.915416000	275.111626000	0.987724000	858.612707000	2653.062150000	859.112707000	1443.437850000	14.081612000	38.592951000	135319.987251000	663.350708000	203.994638000	3923.155762000	673.026402000	1217.445368000	6.131604000	8.433924000	8.220866000	8.646982000	70.710776000	0.995828000	201.061930000	1846	201.061930000	1766	201.061930000	1775	201.061930000	1797	201.061930000	1796	201.061930000	1823	201.061930000	1760	201.061930000	1754	201.061930000	1779	201.061930000	1834	201.061930000	1737	201.061930000	1788	-0.191191783	2460062.771410506	0.004356183	38.618380556	0.995577610	0.007111003
elp1m008-fa05-20230427-0139-e91.fits.fz	3	0	60062.772857000	2460062.772857000	2460062.777213035	1.009696000	1.009509601	0.530773000	0.104051000	12.700000000	NaN	399.979000000	14.070564000	38.657090000	5.525526000	8	28	38	0.400579236	0.795787201	0.559813063	0.404394165	0.439281540	0.409344136	0.391950312	1.256617345	0.535370956	0.432904841	0.487926477	0.374788318	0.518654078	0.002853375	0.005804123	0.003274405	0.002855080	0.002949480	0.002877866	0.002831323	0.009165217	0.003205195	0.002920707	0.003077231	0.002785752	0.003164892	140.387846413	137.107215245	170.966356073	141.640205366	148.935240372	142.238800008	138.433615404	137.107215245	167.032272756	148.219184121	158.560258805	134.537586159	163.877355811	258683.907892000	928.627023343	2408.460371000	2401.394927000	2408.960371000	1695.105073000	14.067272000	38.618381000	103623.402146000	201.061930000	637.533494000	162.537974000	4435.353027000	515.380521000	1208.232570000	1778	5.143461000	6.816566000	6.537846000	7.095286000	75.232927000	0.991195000	1723.336001000	3366.753489000	1723.836001000	729.746511000	14.073697000	38.514723000	114633.483812000	645.780031000	177.511658000	4972.098145000	570.140175000	1207.852468000	5.262764000	6.625195000	6.415334000	6.835057000	58.565434000	0.980739000	2045.149544000	2192.825611000	2045.649544000	1903.674389000	14.070606000	38.641416000	144814.630931000	668.743488000	216.547351000	5752.215820000	720.248886000	1205.491416000	5.394965000	6.659444000	6.444912000	6.873977000	64.069468000	0.989138000	3678.671122000	1473.500317000	3679.171122000	2622.999683000	14.055421000	38.717055000	104610.262942000	635.965416000	164.490490000	4061.919922000	520.288764000	1197.088054000	5.992206000	6.908890000	6.891029000	6.926751000	310.992525000	0.998625000	3391.674732000	1468.608053000	3392.174732000	2627.891947000	14.058075000	38.718008000	113635.065556000	644.776953000	176.239341000	4396.769043000	565.174450000	1205.077742000	5.853853000	6.876860000	6.788098000	6.965622000	292.625129000	0.998656000	1312.800039000	1196.196753000	1313.300039000	2900.303247000	14.077278000	38.750162000	105890.740890000	640.093467000	165.430123000	4595.727539000	526.657339000	1211.069348000	5.147964000	6.666859000	6.211113000	7.122604000	86.372192000	0.981181000	3266.878483000	1097.426507000	3267.378483000	2999.073493000	14.059184000	38.758368000	101391.238510000	635.576510000	159.526409000	4218.545410000	504.278650000	1207.382355000	5.714552000	6.901192000	6.727165000	7.075220000	296.040432000	0.993274000	2374.748302000	1639.408887000	2375.248302000	2457.091113000	14.067500000	38.700910000	144050.424080000	667.320238000	215.864012000	5771.687500000	716.448033000	1203.087385000	5.326154000	6.700703000	6.380243000	7.021164000	83.823869000	0.990456000	1444.408246000	2190.214636000	1444.908246000	1906.285364000	14.076156000	38.642408000	138491.851001000	663.545291000	208.714993000	5924.645508000	688.801958000	1208.861923000	5.062690000	6.559338000	6.196986000	6.921690000	72.549953000	0.981963000	3569.692112000	3919.016602000	3570.192112000	177.483398000	14.056737000	38.452494000	111985.515895000	639.711568000	175.056262000	4434.061035000	556.970263000	1182.459166000	5.826049000	6.845217000	6.967272000	6.723161000	37.737887000	0.979793000	1332.068993000	1328.721253000	1332.568993000	2767.778747000	14.077112000	38.735794000	126218.727844000	654.494194000	192.849271000	5188.056641000	627.760451000	1206.183144000	5.350971000	6.587314000	6.024961000	7.149666000	85.325771000	0.970490000	2183.178079000	1038.828313000	2183.678079000	3057.671687000	14.069207000	38.766167000	96951.706805000	631.011519000	153.644908000	4169.463379000	482.198231000	1199.678539000	5.394719000	6.738910000	6.301077000	7.176743000	89.632478000	0.983254000	858.418939000	2652.927063000	858.918939000	1443.572937000	14.081612000	38.592953000	134167.463821000	662.047570000	202.655323000	3673.211670000	667.294221000	1212.930095000	6.361491000	8.486514000	8.217538000	8.755489000	70.302806000	0.993285000	201.061930000	1798	201.061930000	1767	201.061930000	1807	201.061930000	1779	201.061930000	1757	201.061930000	1782	201.061930000	1802	201.061930000	1848	201.061930000	1767	201.061930000	1791	201.061930000	1760	201.061930000	1763	-0.071681476	2460062.776376358	0.004356035	38.618380556	1.002309562	0.007139575
elp1m008-fa05-20230427-0140-e91.fits.fz	4	0	60062.777833000	2460062.777833000	2460062.782188886	1.009603000	1.009443379	0.531206000	0.104051000	12.600000000	NaN	399.978000000	14.070563000	38.657087000	5.724112000	8	28	38	0.396219640	0.798916748	0.555200344	0.408117201	0.441213321	0.407062250	0.389678002	1.251694876	0.531858157	0.427897964	0.484272581	0.372297372	0.515732765	0.002819162	0.005777844	0.003235288	0.002843099	0.002927825	0.002846537	0.002800046	0.009052380	0.003174833	0.002880608	0.003042340	0.002755169	0.003131376	140.545187121	138.272456450	171.607682608	143.546626036	150.696596805	143.002634416	139.168404624	138.272456450	167.523178621	148.544305672	159.177645043	135.126884963	164.698459406	260818.982646000	928.956535414	2408.286528000	2401.369982000	2408.786528000	1695.130018000	14.067272000	38.618382000	103341.603431000	201.061930000	636.534871000	162.350263000	4355.770020000	513.978969000	1201.060855000	1743	5.410322000	6.817729000	6.505295000	7.130163000	72.783331000	0.987703000	1723.138303000	3366.716230000	1723.638303000	729.783770000	14.073697000	38.514720000	115832.293895000	646.005345000	179.305473000	4878.583496000	576.102567000	1203.565095000	5.358157000	6.620573000	6.406994000	6.834152000	57.475875000	0.976657000	2045.008525000	2192.799039000	2045.508525000	1903.700961000	14.070606000	38.641416000	144806.788882000	667.858317000	216.822618000	5830.736816000	720.209883000	1198.988704000	5.478265000	6.658548000	6.336977000	6.980119000	69.648395000	0.983842000	3678.553877000	1473.536765000	3679.053877000	2622.963235000	14.055421000	38.717057000	106444.713190000	637.289898000	167.027146000	4067.615723000	529.412571000	1193.159639000	6.398996000	6.958670000	6.915395000	7.001945000	307.734852000	0.997543000	3391.457975000	1468.645686000	3391.957975000	2627.854314000	14.058076000	38.718009000	115076.809562000	644.315702000	178.603143000	4235.696289000	572.345096000	1195.209011000	5.971582000	7.010194000	6.843258000	7.177131000	277.422585000	0.997575000	1312.677749000	1196.154866000	1313.177749000	2900.345134000	14.077278000	38.750161000	106169.561857000	638.914139000	166.171877000	4579.303223000	528.044080000	1204.807224000	5.472872000	6.690779000	6.112972000	7.268586000	87.876480000	0.970447000	3266.673665000	1097.483784000	3267.173665000	2999.016216000	14.059185000	38.758367000	101635.420107000	634.276117000	160.238447000	4078.044434000	505.493109000	1199.063565000	5.841980000	6.960281000	6.781253000	7.139310000	292.053269000	0.994874000	2374.577673000	1639.392975000	2375.077673000	2457.107025000	14.067500000	38.700912000	144986.688751000	667.560738000	217.188760000	5581.684082000	721.104631000	1195.380645000	5.596766000	6.785620000	6.409048000	7.162192000	83.559263000	0.987116000	1444.275698000	2190.191720000	1444.775698000	1906.308280000	14.076156000	38.642405000	138718.703312000	664.507176000	208.754259000	5692.789062000	689.930229000	1204.217340000	5.155618000	6.625988000	6.180238000	7.071738000	73.529839000	0.974529000	3569.474736000	3919.086916000	3569.974736000	177.413084000	14.056737000	38.452488000	111603.911524000	637.552029000	175.050673000	4628.013672000	555.072318000	1176.636273000	5.892569000	6.824873000	6.969287000	6.680458000	37.101635000	0.975854000	1331.931141000	1328.706314000	1332.431141000	2767.793686000	14.077113000	38.735791000	126307.481786000	653.652106000	193.233496000	5414.915527000	628.201877000	1203.615357000	5.555257000	6.592018000	5.950153000	7.233882000	84.484913000	0.961371000	2183.041089000	1038.843076000	2183.541089000	3057.656924000	14.069207000	38.766165000	97102.221729000	629.901196000	154.154687000	4055.692383000	482.946830000	1196.556751000	5.653165000	6.718066000	6.308973000	7.127159000	88.596866000	0.985241000	858.246608000	2652.885040000	858.746608000	1443.614960000	14.081612000	38.592948000	134512.895210000	661.441464000	203.363264000	3719.814697000	669.012256000	1206.219604000	6.627913000	8.473586000	8.197366000	8.749806000	71.178688000	0.993235000	201.061930000	1795	201.061930000	1751	201.061930000	1764	201.061930000	1769	201.061930000	1779	201.061930000	1784	201.061930000	1738	201.061930000	1726	201.061930000	1832	201.061930000	1828	201.061930000	1810	201.061930000	1743	0.048069480	2460062.781352209	0.004355886	38.618383333	0.991401197	0.007053968
elp1m008-fa05-20230427-0141-e91.fits.fz	5	0	60062.782793000	2460062.782793000	2460062.787148737	1.010179000	1.010046173	0.531661000	0.104051000	12.900000000	NaN	399.979000000	14.070561000	38.657086000	5.699283000	8	28	38	0.401806128	0.803016564	0.560005787	0.409872551	0.440732641	0.403265931	0.385911725	1.245304325	0.532407318	0.428837023	0.489130995	0.371649588	0.520178672	0.002835888	0.005814356	0.003251628	0.002850121	0.002930051	0.002841288	0.002795988	0.009016804	0.003179594	0.002888427	0.003060440	0.002754983	0.003147424	141.686163571	138.109281708	172.223208691	143.808822906	150.418059283	141.930701103	138.023397931	138.109281708	167.445079655	148.467347764	159.823748538	134.900864207	165.271258273	259874.592188000	927.260187084	2408.015509000	2401.260565000	2408.515509000	1695.239435000	14.067272000	38.618394000	104419.203611000	201.061930000	635.859748000	164.217351000	4471.685547000	519.338513000	1194.923176000	1775	5.444437000	6.963263000	6.458452000	7.468075000	77.371529000	0.974566000	1722.869652000	3366.711286000	1723.369652000	729.788714000	14.073697000	38.514719000	115741.367121000	645.261750000	179.371189000	4997.280273000	575.650334000	1195.887066000	5.297285000	6.628704000	6.333750000	6.923659000	60.046635000	0.968623000	2044.742136000	2192.801516000	2045.242136000	1903.698484000	14.070606000	38.641415000	145531.275390000	666.639856000	218.305692000	5755.964844000	723.813183000	1191.576666000	5.524041000	6.715904000	6.324867000	7.106940000	71.454088000	0.978831000	3678.311647000	1473.531512000	3678.811647000	2622.968488000	14.055421000	38.717063000	106515.461930000	635.730739000	167.548076000	4105.107910000	529.764446000	1183.518145000	6.224382000	7.100093000	7.046662000	7.153525000	302.603891000	0.998712000	3391.233930000	1468.709055000	3391.733930000	2627.790945000	14.058076000	38.718006000	114535.215381000	642.483904000	178.269393000	4279.055176000	569.651428000	1188.847780000	6.021995000	7.029802000	6.840356000	7.219247000	276.677376000	0.996936000	1312.521504000	1196.150738000	1313.021504000	2900.349262000	14.077278000	38.750158000	104798.569298000	636.692426000	164.598423000	4614.418945000	521.225323000	1195.855115000	5.113249000	6.608924000	5.954476000	7.263373000	87.246496000	0.961177000	3266.504824000	1097.471732000	3267.004824000	2999.028268000	14.059184000	38.758371000	100288.652263000	632.381723000	158.588790000	3856.495361000	498.794836000	1191.332979000	6.089242000	6.977461000	6.757471000	7.197451000	290.045122000	0.993220000	2374.382318000	1639.382723000	2374.882318000	2457.117277000	14.067500000	38.700913000	144133.225067000	665.919461000	216.442428000	5488.480957000	716.859851000	1187.901242000	5.510724000	6.776997000	6.373392000	7.180601000	82.301759000	0.984845000	1444.027668000	2190.199859000	1444.527668000	1906.300141000	14.076156000	38.642401000	138359.134536000	662.604247000	208.811119000	5743.052246000	688.141881000	1195.933730000	5.167589000	6.655747000	6.219795000	7.091700000	72.489169000	0.974630000	3569.154942000	3919.085091000	3569.654942000	177.414909000	14.056737000	38.452493000	111443.846484000	636.649853000	175.047314000	4542.749023000	554.276220000	1167.579134000	5.730640000	6.870957000	7.025583000	6.716331000	36.001030000	0.978803000	1331.729168000	1328.690911000	1332.229168000	2767.809089000	14.077113000	38.735788000	127112.717759000	653.331172000	194.560926000	5305.172363000	632.206793000	1193.549304000	5.436205000	6.637363000	6.021992000	7.252734000	86.144903000	0.965581000	2182.822155000	1038.847911000	2183.322155000	3057.652089000	14.069207000	38.766164000	96582.285163000	627.554323000	153.902669000	4039.454346000	480.360878000	1186.478133000	5.824102000	6.804383000	6.215739000	7.393027000	272.838902000	0.970216000	858.074866000	2652.835045000	858.574866000	1443.664955000	14.081611000	38.592948000	135181.220166000	660.579729000	204.640279000	3652.652344000	672.336231000	1199.658824000	6.706782000	8.529993000	8.310726000	8.749260000	64.198093000	0.993157000	201.061930000	1746	201.061930000	1791	201.061930000	1758	201.061930000	1792	201.061930000	1748	201.061930000	1745	201.061930000	1719	201.061930000	1743	201.061930000	1769	201.061930000	1767	201.061930000	1821	201.061930000	1762	0.167435394	2460062.786312061	0.004355737	38.618394444	1.005379431	0.007095819
