BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2459761.908217,0.99437,0.00709,1.6581,-1.63,0.06,10.37,1873
2459761.908622,1.01358,0.00645,1.6625,0.41,-0.16,7.93,2771
2459761.909040,1.00959,0.00647,1.6670,3.63,0.66,8.37,2776
2459761.909449,1.01420,0.00664,1.6714,3.92,-0.35,9.18,2351
2459761.909867,1.00216,0.00686,1.6760,0.62,0.54,8.98,2206
2459761.910296,1.00007,0.00641,1.6808,1.69,0.70,8.64,2495
2459761.910702,1.00687,0.00695,1.6854,-2.07,0.57,9.14,2147
2459761.911109,1.00431,0.00662,1.6901,1.20,1.16,8.54,2345
2459761.911527,1.00258,0.00684,1.6947,1.36,0.70,9.13,2111
2459761.911932,1.01433,0.00647,1.6993,5.54,-1.38,7.97,2779
2459761.912350,0.99840,0.00656,1.7041,1.25,0.24,8.10,2654
2459761.912755,0.99922,0.00694,1.7088,1.56,1.64,9.13,2186
2459761.913161,1.00803,0.00661,1.7136,-2.42,-0.98,7.82,2530
2459761.913570,1.01016,0.00736,1.7185,-0.21,1.04,9.74,1869
2459761.913987,1.01021,0.00689,1.7233,-0.75,1.40,8.44,2302
2459761.914404,1.01424,0.00698,1.7283,4.56,0.12,8.95,2091
2459761.914810,1.01292,0.00693,1.7332,3.50,-1.93,8.46,2678
2459761.915227,1.00187,0.00695,1.7382,1.43,0.12,8.05,2293
