#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
ln_err_flux_trappist_Iz_1,-8.11343179070299,4.664744646869973,5.251624950753406,$\ln{\sigma_\mathrm{trappist_Iz_1}}$,$\ln{ \mathrm{rel. flux.} }$
ln_err_flux_trappist_Iz_2,-8.078692421470226,4.626781485856615,4.9369756884242095,$\ln{\sigma_\mathrm{trappist_Iz_2}}$,$\ln{ \mathrm{rel. flux.} }$
ln_err_flux_speculoos_zs,-6.606658539079367,5.099582788445879,4.441677951765843,$\ln{\sigma_\mathrm{speculoos_Iz}}$,$\ln{ \mathrm{rel. flux.} }$
ln_err_flux_lco0.4m_zs_2,-3.9733063261233426,0.12785116929863882,0.14553895161541952,$\ln{\sigma_\mathrm{lco0.4m_zs_2}}$,$\ln{ \mathrm{rel. flux.} }$
ln_err_flux_tess,-3.306936347399132,0.010798358126191232,0.010470812810931207,$\ln{\sigma_\mathrm{tess}}$,$\ln{ \mathrm{rel. flux.} }$
baseline_gp_matern32_lnsigma_flux_muscat3_gp,-4.092147713181319,0.7302201245094011,1.1794790764339358,$\mathrm{gp: \ln{\sigma} (muscat3_gp)}$,
baseline_gp_matern32_lnrho_flux_muscat3_gp,5.213219914499554,5.416603165985723,6.430250824600618,$\mathrm{gp: \ln{\rho} (muscat3_gp)}$,
baseline_gp_matern32_lnsigma_flux_lco1m_gp,-4.4513768459320975,0.7975996434534594,1.2801911078970951,$\mathrm{gp: \ln{\sigma} (lco1m_gp)}$,
baseline_gp_matern32_lnrho_flux_lco1m_gp,6.527633844510735,5.325124071105876,5.562640218701109,$\mathrm{gp: \ln{\rho} (lco1m_gp)}$,
baseline_gp_matern32_lnsigma_flux_lco1m_V,-4.29771128456866,0.6452064651488048,1.0250699006561774,$\mathrm{gp: \ln{\sigma} (lco1m_V)}$,
baseline_gp_matern32_lnrho_flux_lco1m_V,-1.4256003494562304,0.8749059822738818,1.1617759820477285,$\mathrm{gp: \ln{\rho} (lco1m_V)}$,
baseline_gp_matern32_lnsigma_flux_muscat3_rp,-4.567220176307366,0.5969121848640047,0.9769817571917194,$\mathrm{gp: \ln{\sigma} (muscat3_rp)}$,
baseline_gp_matern32_lnrho_flux_muscat3_rp,3.04711835588607,5.055300291417296,7.207793121122695,$\mathrm{gp: \ln{\rho} (muscat3_rp)}$,
baseline_gp_matern32_lnsigma_flux_muscat3_ip,-4.397371153620934,0.7353772894534654,1.1023682979291847,$\mathrm{gp: \ln{\sigma} (muscat3_ip)}$,
baseline_gp_matern32_lnrho_flux_muscat3_ip,7.733150816861148,4.8627818185516,4.75108539410256,$\mathrm{gp: \ln{\rho} (muscat3_ip)}$,
baseline_gp_matern32_lnsigma_flux_keplercam_ip,-4.853808102722397,0.37438846931557457,0.6088084325491421,$\mathrm{gp: \ln{\sigma} (keplercam_ip)}$,
baseline_gp_matern32_lnrho_flux_keplercam_ip,-3.790540488567391,0.48179775473566977,0.6095961445200118,$\mathrm{gp: \ln{\rho} (keplercam_ip)}$,
baseline_gp_matern32_lnsigma_flux_muscat3_zs,-4.945826117766634,0.36957750865042627,0.6677398776466799,$\mathrm{gp: \ln{\sigma} (muscat3_zs)}$,
baseline_gp_matern32_lnrho_flux_muscat3_zs,-2.7215858705526994,1.1897823072395788,0.936110055504038,$\mathrm{gp: \ln{\rho} (muscat3_zs)}$,
baseline_gp_matern32_lnsigma_flux_lco0.4m_zs_2,-3.2603254230442147,0.755841719155752,1.1555016550303403,$\mathrm{gp: \ln{\sigma} (lco0.4m_zs_2)}$,
baseline_gp_matern32_lnrho_flux_lco0.4m_zs_2,7.337664618750029,5.194974402836757,4.884321449257428,$\mathrm{gp: \ln{\rho} (lco0.4m_zs_2)}$,
baseline_gp_matern32_lnsigma_flux_tess,-3.9446610658767334,0.048561978959648755,0.047268363047942685,$\mathrm{gp: \ln{\sigma} (tess)}$,
baseline_gp_matern32_lnrho_flux_tess,-2.565564124462144,0.08232125662212297,0.08078601855397949,$\mathrm{gp: \ln{\rho} (tess)}$,
