#property,value,lower_error,upper_error,source
Host radius over semi-major axis b; $R_\star/a_\mathrm{b}$,0.0567719057795147,0.00045852415449914447,0.0005868895877189778,derived
Semi-major axis b over host radius; $a_\mathrm{b}/R_\star$,17.61434615007825,0.18022826811080606,0.14342245026769973,derived
Companion radius b over semi-major axis b; $R_\mathrm{b}/a_\mathrm{b}$,0.015441352492047578,0.00016797255109018104,0.00022843374741651074,derived
Companion radius b; $R_\mathrm{b}$ ($\mathrm{R_{\oplus}}$),12.174853653535877,0.3072113271765957,0.3029089094778765,derived
Companion radius b; $R_\mathrm{b}$ ($\mathrm{R_{jup}}$),1.0861695586585516,0.02740760596801084,0.027023769310424273,derived
Semi-major axis b; $a_\mathrm{b}$ ($\mathrm{R_{\odot}}$),7.218097647813437,0.19079778700556727,0.18558031063771097,derived
Semi-major axis b; $a_\mathrm{b}$ (AU),0.033567526797584346,0.0008872988619334221,0.0008630351588998636,derived
Inclination b; $i_\mathrm{b}$ (deg),89.55246273135872,0.22546608240740795,0.262357198395506,derived
Mass ratio b; $q_\mathrm{b}$,0.0019164462733863637,0.0004236145811796336,0.0004587830128763993,derived
Companion mass b; $M_\mathrm{b}$ ($\mathrm{M_{\oplus}}$),254.4607717628695,56.98092053947198,62.63405540950566,derived
Companion mass b; $M_\mathrm{b}$ ($\mathrm{M_{jup}}$),0.8006231239342374,0.17928202563762496,0.19706877708191328,derived
Companion mass b; $M_\mathrm{b}$ ($\mathrm{M_{\odot}}$),0.0007642702176901313,0.00017114158792801745,0.0001881207182977808,derived
Impact parameter b; $b_\mathrm{tra;b}$,0.13759597564107157,0.08017336400588881,0.06739154365009462,derived
Total transit duration b; $T_\mathrm{tot;b}$ (h),1.8155365359437772,0.009581411508536641,0.01008921470296742,derived
Full-transit duration b; $T_\mathrm{full;b}$ (h),1.0247224848008278,0.015476256293593282,0.010955095847449137,derived
Companion density b; $\rho_\mathrm{b}$ (cgs),0.7741864721093843,0.1844539638681465,0.20964815897258482,derived
Companion surface gravity b; $g_\mathrm{b}$ (cgs),1939.6875850402264,432.2123764562041,459.36513918969854,derived
Equilibrium temperature b; $T_\mathrm{eq;b}$ (K),521.1635467692926,24.486009101758214,24.235071779258192,derived
Transit depth (undil.) b; $\delta_\mathrm{tr; undil; b; g}$ (ppt),91.25349651663683,1.6127807672908716,1.7235507703692292,derived
Transit depth (dil.) b; $\delta_\mathrm{tr; dil; b; g}$ (ppt),91.25349651663683,1.6127807672908716,1.7235507703692292,derived
Transit depth (undil.) b; $\delta_\mathrm{tr; undil; b; r}$ (ppt),90.08241123936611,1.395519875686091,1.1233216538620923,derived
Transit depth (dil.) b; $\delta_\mathrm{tr; dil; b; r}$ (ppt),90.08241123936611,1.395519875686091,1.1233216538620923,derived
Transit depth (undil.) b; $\delta_\mathrm{tr; undil; b; i}$ (ppt),86.95035780604931,0.7871227852134126,0.7404838538784873,derived
Transit depth (dil.) b; $\delta_\mathrm{tr; dil; b; i}$ (ppt),86.95035780604931,0.7871227852134126,0.7404838538784873,derived
Transit depth (undil.) b; $\delta_\mathrm{tr; undil; b; z}$ (ppt),87.07690912312083,1.5368629178602617,2.0060834527878484,derived
Transit depth (dil.) b; $\delta_\mathrm{tr; dil; b; z}$ (ppt),87.07690912312083,1.5368629178602617,2.0060834527878484,derived
Limb darkening; $u_\mathrm{1; g}$,0.5249148790757758,0.09787575779106433,0.10788359529137959,derived
Limb darkening; $u_\mathrm{2; g}$,0.15746694812268264,0.10893890667306691,0.10141108734402765,derived
Limb darkening; $u_\mathrm{1; r}$,0.4466098654379951,0.0733615567221354,0.07240204620662116,derived
Limb darkening; $u_\mathrm{2; r}$,0.2309241188816851,0.07387362520133964,0.07592119998107197,derived
Limb darkening; $u_\mathrm{1; i}$,0.2711745366114579,0.06792937733590176,0.06568868571723435,derived
Limb darkening; $u_\mathrm{2; i}$,0.3913230336810085,0.07200277349767586,0.0757139748882974,derived
Limb darkening; $u_\mathrm{1; z}$,0.2873089789341115,0.10201942563749389,0.1039466314309514,derived
Limb darkening; $u_\mathrm{2; z}$,0.3747800371347294,0.10744459040936355,0.10674818616085513,derived
