926.2174524340 1 0.000
926.2256009868 1 0.000
926.2337478045 1 0.000
926.2418928859 1 0.000
926.2500362299 1 0.000
926.2581778356 1 0.000
926.2663177019 1 0.000
926.2744558276 1 0.000
926.2825922118 1 0.000
926.2907268534 1 0.000
926.2988597513 1 9.070
926.3069909044 1 16.921
926.3151203118 1 16.761
926.3232479723 1 4.869
926.3313738849 1 6.493
926.3394980485 1 12.651
926.3476204622 1 -0.512
926.3557411247 1 13.848
926.3638600352 1 35.441
926.3719771925 1 13.947
926.3800925955 1 7.223
926.3882062433 1 2.370
926.3963181348 1 3.270
926.4044282689 1 -16.744
926.4125366445 1 18.392
926.4206432608 1 5.755
926.4287481165 1 -3.280
926.4368512106 1 7.823
926.4449525422 1 14.004
926.4530521101 1 -5.554
926.4611499133 1 12.631
926.4692459507 1 5.918
926.4773402214 1 32.582
926.4854327243 1 -10.962
926.4935234584 1 2.751
926.5016124225 1 10.825
926.5096996157 1 20.244
926.5177850369 1 -18.372
926.5258686851 1 2.852
926.5339505593 1 -13.387
926.5420306584 1 -40.297
926.5501089813 1 14.404
926.5581855271 1 5.340
926.5662602947 1 2.598
926.5743332831 1 -11.694
926.5824044912 1 19.989
926.5904739181 1 4.756
926.5985415626 1 -0.211
926.6066074238 1 10.375
926.6146715005 1 278.110
926.6227337919 1 12.183
926.6307942969 1 24.694
926.6388530143 1 -4.886
926.6469099433 1 23.126
926.6549650828 1 25.857
926.6630184317 1 -16.604
926.6710699891 1 18.305
926.6791197539 1 -6.146
926.6871677250 1 28.010
926.6952139015 1 -4.576
926.7032582824 1 17.680
926.7113008665 1 -5.257
926.7193416530 1 -12.063
926.7273806408 1 11.121
926.7354178288 1 19.252
926.7434532160 1 -13.568
926.7514868015 1 0.108
926.7595185842 1 2.768
926.7675485631 1 8.524
926.7755767372 1 -5.794
926.7836031054 1 13.184
926.7916276668 1 3.136
926.7996504203 1 23.041
926.8076713649 1 -6.497
926.8156904997 1 -2.821
926.8237078235 1 -1.079
926.8317233355 1 -0.297
926.8397370345 1 -6.412
926.8477489196 1 14.675
926.8557589898 1 20.350
926.8637672440 1 -1.962
926.8717736813 1 -2.414
926.8797783006 1 -20.463
926.8877811010 1 -2.557
926.8957820814 1 12.536
926.9037812408 1 -3.910
926.9117785783 1 6.440
926.9197740928 1 -5.806
926.9277677833 1 6.831
926.9357596488 1 5.486
926.9437496884 1 7.200
926.9517379010 1 1.990
926.9597242857 1 27.598
926.9677088413 1 -1.576
926.9756915670 1 4.247
926.9836724618 1 -11.569
926.9916515246 1 -0.389
926.9996287544 1 -16.953
927.0076041503 1 17.342
927.0155777112 1 -0.359
927.0235494362 1 0.466
927.0315193243 1 3.921
927.0394873745 1 -0.858
927.0474535858 1 10.350
927.0554179572 1 -10.094
927.0633804877 1 -5.495
927.0713411763 1 3.250
927.0793000221 1 4.672
927.0872570240 1 11.033
927.0952121811 1 7.578
927.1031654923 1 12.293
927.1111169568 1 18.529
927.1190665735 1 3.069
927.1270143414 1 2.158
927.1349602596 1 -4.258
927.1429043270 1 7.629
927.1508465427 1 -2.098
927.1587869057 1 -6.917
927.1667254151 1 4.147
927.1746620697 1 -10.198
927.1825968688 1 8.316
927.1905298113 1 -1.817
927.1984608961 1 21.815
927.2063901224 1 -17.057
927.2143174892 1 27.893
927.2222429955 1 18.272
927.2301666403 1 9.505
927.2380884226 1 -4.642
927.2460083415 1 -66.477
927.2539263960 1 30.407
927.2618425851 1 4.490
927.2697569079 1 13.670
927.2776693634 1 -2.249
927.2855799505 1 9.127
927.2934886685 1 15.397
927.3013955162 1 19.519
927.3093004928 1 71.734
927.3172035972 1 -2.069
927.3251048285 1 17.558
927.3330041857 1 11.751
927.3409016679 1 17.848
927.3487972741 1 33.429
927.3566910033 1 4.992
927.3645828546 1 15.298
927.3724728270 1 7.629
927.3803609196 1 13.883
927.3882471314 1 -17.591
927.3961314614 1 4.908
927.4040139087 1 20.623
927.4118944723 1 9.617
927.4197731513 1 37.057
927.4276499446 1 1.924
927.4355248515 1 23.122
927.4433978708 1 32.795
927.4512690017 1 1.412
927.4591382432 1 17.812
927.4670055944 1 30.248
927.4748710542 1 12.479
927.4827346218 1 13.377
927.4905962962 1 8.839
927.4984560764 1 0.888
927.5063139615 1 14.175
927.5141699506 1 4.775
927.5220240427 1 13.415
927.5298762368 1 1.908
927.5377265321 1 1.638
927.5455749275 1 15.961
927.5534214221 1 29.798
927.5612660151 1 -3.042
927.5691087053 1 7.441
927.5769494920 1 17.306
927.5847883741 1 -13.801
927.5926253507 1 -12.676
927.6004604209 1 4.269
927.6082935838 1 28.374
927.6161248383 1 6.360
927.6239541836 1 9.861
927.6317816188 1 164.537
927.6396071428 1 92.606
927.6474307548 1 7.677
927.6552524538 1 25.092
927.6630722389 1 430.403
927.6708901091 1 12235.950
927.6787060636 1 504.666
927.6865201014 1 3789.741
927.6943322215 1 82.775
927.7021424230 1 20.739
927.7099507051 1 20.142
927.7177570667 1 717.220
927.7255615070 1 -11.478
927.7333640250 1 1616.039
927.7411646198 1 0.000
927.7489632904 1 -5.179
927.7567600360 1 24.436
927.7645548556 1 1.070
927.7723477484 1 -10.883
927.7801387132 1 12.677
927.7879277494 1 20.142
927.7957148558 1 -0.397
927.8035000317 1 16.196
927.8112832760 1 7.941
927.8190645880 1 3.736
927.8268439666 1 -6.580
927.8346214109 1 2.862
927.8423969200 1 2.262
927.8501704930 1 2.371
927.8579421290 1 -0.050
927.8657118271 1 10.757
927.8734795864 1 -4.424
927.8812454059 1 3.839
927.8890092847 1 -5.540
927.8967712219 1 1.844
927.9045312167 1 2.748
927.9122892680 1 16.964
927.9200453750 1 13.275
927.9277995369 1 13.183
927.9355517526 1 -3.269
927.9433020212 1 11.382
927.9510503419 1 20.306
927.9587967138 1 26.174
927.9665411359 1 3.231
927.9742836073 1 -5.066
927.9820241272 1 16.748
927.9897626947 1 15.426
927.9974993087 1 17.793
928.0052339685 1 10.289
928.0129666732 1 -2.524
928.0206974217 1 4.749
928.0284262133 1 -1.755
928.0361530470 1 17.679
928.0438779220 1 3.209
928.0516008373 1 2.175
928.0593217920 1 15.385
928.0670407853 1 20.472
928.0747578163 1 4.459
928.0824728840 1 8.296
928.0901859875 1 11.498
928.0978971261 1 11.034
928.1056062987 1 -7.769
928.1133135045 1 1.774
928.1210187426 1 0.786
