926.1994421656 1 0.000000
926.2076771758 1 0.000000
926.2159101735 1 0.000000
926.2241411582 1 0.000000
926.2323701295 1 0.000000
926.2405970867 1 0.000000
926.2488220296 1 0.000000
926.2570449574 1 0.000000
926.2652658697 1 0.000000
926.2734847661 1 0.000000
926.2817016459 1 0.460530
926.2899165088 1 0.388649
926.2981293541 1 0.277545
926.3063401815 1 0.250286
926.3145489903 1 0.374737
926.3227557801 1 0.040659
926.3309605504 1 -0.034069
926.3391633006 1 -0.083351
926.3473640304 1 0.467253
926.3555627391 1 -0.218340
926.3637594263 1 0.026817
926.3719540914 1 -0.027193
926.3801467341 1 0.025387
926.3883373536 1 0.046335
926.3965259497 1 0.067470
926.4047125217 1 0.081678
926.4128970692 1 0.543046
926.4210795916 1 -0.309358
926.4292600885 1 -0.211349
926.4374385593 1 0.055077
926.4456150036 1 0.102411
926.4537894208 1 -0.262295
926.4619618105 1 -0.128258
926.4701321722 1 0.048060
926.4783005053 1 -0.209997
926.4864668093 1 0.125405
926.4946310838 1 -0.350233
926.5027933283 1 0.045113
926.5109535423 1 -0.404608
926.5191117251 1 -1.717898
926.5272678765 1 -0.479828
926.5354219958 1 -0.002528
926.5435740826 1 -0.036433
926.5517241363 1 -0.039617
926.5598721565 1 -0.377191
926.5680181427 1 1.836155
926.5761620943 1 -0.000706
926.5843040110 1 0.008061
926.5924438920 1 0.244117
926.6005817371 1 0.065163
926.6087175457 1 0.079687
926.6168513172 1 0.434758
926.6249830513 1 -8.821813
926.6331127473 1 0.107178
926.6412404048 1 0.036214
926.6493660233 1 -0.210989
926.6574896024 1 -0.317427
926.6656111414 1 0.939709
926.6737306400 1 0.055686
926.6818480975 1 -0.622572
926.6899635136 1 0.447888
926.6980768878 1 0.469621
926.7061882194 1 -0.167976
926.7142975081 1 -0.001912
926.7224047534 1 -0.096130
926.7305099547 1 -0.112040
926.7386131116 1 -0.027852
926.7467142235 1 -0.054970
926.7548132900 1 0.316656
926.7629103106 1 -0.012010
926.7710052848 1 0.135802
926.7790982120 1 -0.029234
926.7871890919 1 0.103141
926.7952779239 1 0.069915
926.8033647075 1 0.134108
926.8114494422 1 -0.208818
926.8195321275 1 -0.008965
926.8276127630 1 -0.129223
926.8356913482 1 -0.127762
926.8437678824 1 -0.054234
926.8518423654 1 -0.132472
926.8599147965 1 -0.235100
926.8679851754 1 0.090428
926.8760535014 1 -0.245724
926.8841197741 1 -0.204720
926.8921839930 1 -0.033095
926.9002461577 1 -0.072882
926.9083062675 1 -0.042034
926.9163643222 1 -0.065074
926.9244203211 1 -0.076129
926.9324742637 1 0.173844
926.9405261496 1 0.114873
926.9485759783 1 0.023434
926.9566237494 1 -0.004480
926.9646694622 1 0.042327
926.9727131163 1 0.200313
926.9807547113 1 -0.136317
926.9887942466 1 0.096971
926.9968317218 1 0.062892
927.0048671363 1 0.050664
927.0129004898 1 -0.028039
927.0209317816 1 -0.125806
927.0289610113 1 0.032996
927.0369881785 1 0.017934
927.0450132826 1 -0.172133
927.0530363231 1 0.032932
927.0610572996 1 -0.057899
927.0690762116 1 0.007835
927.0770930586 1 0.079505
927.0851078401 1 -0.014037
927.0931205556 1 0.077734
927.1011312046 1 -0.013501
927.1091397867 1 0.183101
927.1171463013 1 0.131466
927.1251507480 1 0.049007
927.1331531264 1 -0.067440
927.1411534358 1 0.150732
927.1491516759 1 -0.192695
927.1571478461 1 -0.026808
927.1651419459 1 -0.141907
927.1731339750 1 0.114463
927.1811239327 1 0.119613
927.1891118186 1 0.201855
927.1970976323 1 0.316390
927.2050813732 1 0.148454
927.2130630409 1 0.029020
927.2210426348 1 -0.216361
927.2290201545 1 0.040032
927.2369955996 1 -0.112790
927.2449689695 1 -0.137107
927.2529402637 1 -0.364714
927.2609094818 1 -0.218927
927.2688766233 1 -0.003951
927.2768416877 1 1.104971
927.2848046745 1 -0.018786
927.2927655833 1 0.720314
927.3007244135 1 -0.316379
927.3086811648 1 0.462913
927.3166358365 1 -0.519634
927.3245884282 1 0.721170
927.3325389395 1 0.129949
927.3404873698 1 0.464385
927.3484337188 1 0.457785
927.3563779858 1 0.506687
927.3643201705 1 -1.385437
927.3722602723 1 0.781500
927.3801982908 1 0.429816
927.3881342255 1 0.692128
927.3960680758 1 -0.214521
927.4039998415 1 0.236070
927.4119295218 1 0.159289
927.4198571165 1 0.246279
927.4277826249 1 0.214390
927.4357060467 1 0.165676
927.4436273814 1 0.033396
927.4515466283 1 0.509099
927.4594637872 1 0.304817
927.4673788575 1 0.357129
927.4752918388 1 0.015881
927.4832027305 1 0.252996
927.4911115322 1 0.352823
927.4990182434 1 0.176201
927.5069228636 1 0.392647
927.5148253924 1 0.208188
927.5227258293 1 -0.009573
927.5306241738 1 1.563808
927.5385204255 1 -0.163180
927.5464145838 1 0.581306
927.5543066482 1 -0.172878
927.5621966184 1 0.699695
927.5700844939 1 -0.210023
927.5779702741 1 0.547860
927.5858539585 1 0.295880
927.5937355468 1 0.535650
