#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
b_rr,0.276399559005829,0.021441317110563296,0.01712618162090268,$R_b / R_\star$,
b_rsuma,0.0804390146180415,0.008609653096093697,0.006641832448449375,$(R_\star + R_b) / a_b$,
b_cosi,0.024143966722624977,0.015509293447396278,0.011938836850543436,$\cos{i_b}$,
b_epoch,2459216.043162305,0.001512243878096342,0.001486864872276783,$T_{0;b}$,BJD
b_period,3.307820388677554,1.2250621102438686e-05,1.2488173737335018e-05,$P_b$,d
b_f_c,0.0,(fixed),(fixed),$\sqrt{e_b} \cos{\omega_b}$,
b_f_s,0.0,(fixed),(fixed),$\sqrt{e_b} \sin{\omega_b}$,
host_ldc_q1_tess,0.5607136124240968,0.34160850344635696,0.3009630682063261,$q_{1; \mathrm{tess}}$,
host_ldc_q2_tess,0.5531032950952373,0.3564794715828915,0.307970639550859,$q_{2; \mathrm{tess}}$,
ln_err_flux_tess,-3.182828651119335,0.03284948266392762,0.03388638124423249,$\log{\sigma_\mathrm{tess}}$,rel. flux
baseline_gp_offset_flux_tess,0.00011584703103980493,0.0022788101776868644,0.002278889412322186,$\mathrm{gp ln sigma (tess)}$,
baseline_gp_matern32_lnsigma_flux_tess,-10.018047383984205,3.3681419675225808,3.321864342158104,$\mathrm{gp ln sigma (tess)}$,
baseline_gp_matern32_lnrho_flux_tess,6.9791203349290605,5.296898127672641,5.507642741839053,$\mathrm{gp ln rho (tess)}$,
